du84132v                                        
 Alfa =  -7.00000 Re =  1000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.29057
   0.97722  0.00680  0.11963
   0.95444  0.01310  0.06339
   0.93166  0.01920 -0.00599
   0.90888  0.02470 -0.01418
   0.88610  0.03007 -0.05156
   0.86333  0.03520 -0.11750
   0.84055  0.04009 -0.13748
   0.81777  0.04520 -0.14987
   0.79499  0.05000 -0.16186
   0.77221  0.05467 -0.18907
   0.74943  0.05850 -0.17590
   0.72665  0.06287 -0.20883
   0.70387  0.06651 -0.19677
   0.68109  0.07050 -0.23597
   0.65831  0.07380 -0.21868
   0.63554  0.07730 -0.25716
   0.61276  0.08018 -0.23555
   0.58998  0.08320 -0.27101
   0.56720  0.08565 -0.25174
   0.54442  0.08800 -0.25664
   0.52164  0.09021 -0.26914
   0.49886  0.09203 -0.25516
   0.47608  0.09390 -0.27209
   0.45330  0.09567 -0.31955
   0.43052  0.09658 -0.27113
   0.40774  0.09740 -0.29760
   0.38497  0.09749 -0.23751
   0.36219  0.09749 -0.22603
   0.33941  0.09740 -0.23274
   0.31663  0.09690 -0.22140
   0.29385  0.09590 -0.18106
   0.27107  0.09476 -0.18912
   0.24829  0.09294 -0.12609
   0.22551  0.09112 -0.14601
   0.20273  0.08860 -0.11899
   0.17995  0.08520 -0.05891
   0.15718  0.08109 -0.01811
   0.13440  0.07563  0.14061
   0.11162  0.07016  0.14724
   0.08884  0.06287  0.32894
   0.06606  0.05467  0.45032
   0.04328  0.04465  0.62691
   0.03417  0.03918  0.78264
   0.02506  0.03371  0.85807
   0.01595  0.02642  0.97595
   0.00683  0.01731  0.94396
   0.00228  0.01002  0.55751
   0.00000  0.00000 -2.36417
   0.00228 -0.00547 -2.32232
   0.00683 -0.01185 -4.33223
   0.01595 -0.01670 -3.97994
   0.02506 -0.02005 -3.89318
   0.03417 -0.02278 -3.91562
   0.04328 -0.02440 -3.74263
   0.06606 -0.02880 -3.74024
   0.08884 -0.03189 -3.67414
   0.11162 -0.03462 -3.68014
   0.13440 -0.03620 -3.63424
   0.15718 -0.03736 -3.60481
   0.17995 -0.03840 -3.59458
   0.20273 -0.03918 -3.59039
   0.22551 -0.03940 -3.56047
   0.24829 -0.03960 -3.55389
   0.27107 -0.03960 -3.54104
   0.29385 -0.03950 -3.53214
   0.31663 -0.03930 -3.52765
   0.33941 -0.03890 -3.52055
   0.36219 -0.03827 -3.51342
   0.38497 -0.03736 -3.49632
   0.40774 -0.03645 -3.48772
   0.43052 -0.03554 -3.48153
   0.45330 -0.03462 -3.47552
   0.47608 -0.03371 -3.47887
   0.49886 -0.03250 -3.46834
   0.52164 -0.03120 -3.45740
   0.54442 -0.03000 -3.46561
   0.56720 -0.02840 -3.44831
   0.58998 -0.02690 -3.45299
   0.61276 -0.02510 -3.45020
   0.63554 -0.02290 -3.43716
   0.65831 -0.02050 -3.43625
   0.68109 -0.01750 -3.41148
   0.70387 -0.01440 -3.40186
   0.72665 -0.01093 -3.38031
   0.74943 -0.00729 -3.35737
   0.77221 -0.00364 -3.33671
   0.79499  0.00000 -3.30033
   0.81777  0.00273 -3.28582
   0.84055  0.00456 -3.27764
   0.86333  0.00547 -3.27504
   0.88610  0.00547 -3.29250
   0.90888  0.00547 -3.28107
   0.93166  0.00480 -3.28539
   0.95444  0.00364 -3.28400
   0.97722  0.00180 -3.30159
   1.00000  0.00000 -3.27640
