#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00000  0.85890  0.003568  0.001940  0.001282     1.839
   0.02377  0.97722  0.00680  0.96795  0.001841  0.001227  0.003206     1.501
   0.04741  0.95444  0.01310  0.99274  0.001620  0.001083  0.003512     1.495
   0.07099  0.93166  0.01920  1.02779  0.001357  0.000919  0.004043     1.477
   0.09443  0.90888  0.02470  1.03010  0.001358  0.000870  0.003589     1.562
   0.11783  0.88610  0.03007  1.04342  0.001362  0.000795  0.002937     1.712
   0.14117  0.86333  0.03520  1.05539  0.001559  0.000738  0.001570     2.114
   0.16447  0.84055  0.04009  1.08031  0.002128  0.000654  0.000205     3.253
   0.18782  0.81777  0.04520  1.09833  0.001987  0.000598  0.000189     3.326
   0.21110  0.79499  0.05000  1.10285  0.001934  0.000583  0.000198     3.319
   0.23435  0.77221  0.05467  1.11420  0.001550  0.000550  0.000601     2.819
   0.25745  0.74943  0.05850  1.10941  0.002088  0.000560  0.000030     3.730
   0.28064  0.72665  0.06287  1.12285  0.001475  0.000523  0.000635     2.822
   0.30371  0.70387  0.06651  1.11910  0.001811  0.000528  0.000161     3.428
   0.32684  0.68109  0.07050  1.13572  0.001302  0.000486  0.000874     2.678
   0.34986  0.65831  0.07380  1.12959  0.001534  0.000494  0.000395     3.107
   0.37290  0.63554  0.07730  1.14659  0.001169  0.000453  0.001100     2.581
   0.39586  0.61276  0.08018  1.13842  0.001353  0.000461  0.000598     2.934
   0.41884  0.58998  0.08320  1.15444  0.001070  0.000424  0.001288     2.525
   0.44175  0.56720  0.08565  1.14717  0.001165  0.000427  0.000925     2.730
   0.46465  0.54442  0.08800  1.15028  0.001130  0.000413  0.000952     2.734
   0.48754  0.52164  0.09021  1.15675  0.001033  0.000394  0.001197     2.624
   0.51039  0.49886  0.09203  1.15203  0.001144  0.000393  0.000740     2.912
   0.53324  0.47608  0.09390  1.16043  0.001051  0.000372  0.000921     2.822
   0.55609  0.45330  0.09567  1.18256  0.000769  0.000329  0.002233     2.334
   0.57889  0.43052  0.09658  1.16260  0.000881  0.000340  0.001461     2.594
   0.60169  0.40774  0.09740  1.17575  0.000699  0.000307  0.002577     2.277
   0.62446  0.38497  0.09749  1.15044  0.000806  0.000319  0.001701     2.527
   0.64724  0.36219  0.09749  1.14681  0.000805  0.000309  0.001562     2.602
   0.67002  0.33941  0.09740  1.15162  0.000712  0.000288  0.002048     2.470
   0.69280  0.31663  0.09690  1.14857  0.000648  0.000272  0.002456     2.382
   0.71560  0.29385  0.09590  1.13208  0.000699  0.000271  0.001822     2.579
   0.73841  0.27107  0.09476  1.13841  0.000564  0.000244  0.002978     2.316
   0.76127  0.24829  0.09294  1.11177  0.000686  0.000250  0.001500     2.742
   0.78412  0.22551  0.09112  1.12454  0.000545  0.000220  0.002581     2.482
   0.80704  0.20273  0.08860  1.11580  0.000471  0.000200  0.003356     2.359
   0.83007  0.17995  0.08520  1.09063  0.000483  0.000191  0.002688     2.528
   0.85321  0.15718  0.08109  1.07593  0.000345  0.000162  0.005449     2.128
   0.87663  0.13440  0.07563  0.99747  0.000504  0.000182  0.001777     2.766
   0.90006  0.11162  0.07016  1.00320  0.000317  0.000141  0.004951     2.254
   0.92398  0.08884  0.06287  0.90500  0.000306  0.000137  0.004750     2.226
   0.94819  0.06606  0.05467  0.84123  0.000328  0.000122  0.002564     2.680
   0.97308  0.04328  0.04465  0.73471  0.000169  0.000081  0.007875     2.085
   0.98370  0.03417  0.03918  0.59353  0.000239  0.000097  0.003196     2.455
   0.99433  0.02506  0.03371  0.53153  0.000163  0.000071  0.004832     2.312
   1.00600  0.01595  0.02642  0.32358  0.000127  0.000057  0.004064     2.230
   1.01889  0.00683  0.01731 -0.01146  0.000127  0.000057  0.000144     2.230
   1.02748  0.00228  0.01002 -0.39787  0.000083  0.000037  0.007592     2.237
