#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.03776  0.00000  0.00000 -1.42851  0.000056  0.000026  0.042036     2.192
   1.04368  0.00228 -0.00547 -1.46842  0.000163  0.000050  0.003536     3.266
   1.05152  0.00683 -0.01185 -1.80021  0.000078  0.000037  0.040315     2.131
   1.06185  0.01595 -0.01670 -1.81422  0.002242  0.000038 -0.002645    58.849
   1.07155  0.02506 -0.02005 -1.80244  0.003393  0.000053 -0.001872    63.498
   1.08106  0.03417 -0.02278 -1.77346  0.003759  0.000116 -0.000692    32.414
   1.09032  0.04328 -0.02440 -1.62062  0.004750  0.000784 -0.000141     6.056
   1.11352  0.06606 -0.02880 -1.45894  0.004002  0.001527  0.000841     2.620
   1.13651  0.08884 -0.03189 -1.37681  0.003860  0.001968  0.002302     1.961
   1.15945  0.11162 -0.03462 -1.36105  0.003398  0.002076  0.003887     1.637
   1.18228  0.13440 -0.03620 -1.31753  0.003671  0.002360  0.004078     1.556
   1.20509  0.15718 -0.03736 -1.28711  0.003893  0.002592  0.004187     1.502
   1.22789  0.17995 -0.03840 -1.27087  0.003983  0.002739  0.004385     1.454
   1.25068  0.20273 -0.03918 -1.26049  0.004035  0.002850  0.004568     1.416
   1.27346  0.22551 -0.03940 -1.23146  0.004410  0.003120  0.004300     1.414
   1.29624  0.24829 -0.03960 -1.21982  0.004542  0.003255  0.004318     1.395
   1.31902  0.27107 -0.03960 -1.20432  0.004762  0.003433  0.004223     1.387
   1.34180  0.29385 -0.03950 -1.19292  0.004932  0.003580  0.004177     1.378
   1.36458  0.31663 -0.03930 -1.18469  0.005058  0.003698  0.004163     1.368
   1.38737  0.33941 -0.03890 -1.17468  0.005231  0.003839  0.004101     1.362
   1.41016  0.36219 -0.03827 -1.16374  0.005435  0.003997  0.004010     1.360
   1.43295  0.38497 -0.03736 -1.14603  0.005798  0.004242  0.003800     1.367
   1.45574  0.40774 -0.03645 -1.13460  0.006046  0.004421  0.003690     1.367
   1.47854  0.43052 -0.03554 -1.12548  0.006253  0.004576  0.003613     1.366
   1.50134  0.45330 -0.03462 -1.11761  0.006440  0.004718  0.003551     1.365
   1.52414  0.47608 -0.03371 -1.11535  0.006493  0.004783  0.003572     1.358
   1.54695  0.49886 -0.03250 -1.10399  0.006787  0.004984  0.003447     1.362
   1.56977  0.52164 -0.03120 -1.09315  0.007083  0.005184  0.003329     1.366
   1.59258  0.54442 -0.03000 -1.09298  0.007088  0.005219  0.003370     1.358
   1.61541  0.56720 -0.02840 -1.07795  0.007529  0.005500  0.003186     1.369
   1.63824  0.58998 -0.02690 -1.07542  0.007606  0.005576  0.003188     1.364
   1.66109  0.61276 -0.02510 -1.06685  0.007878  0.005760  0.003099     1.368
   1.68398  0.63554 -0.02290 -1.05147  0.008396  0.006080  0.002913     1.381
   1.70688  0.65831 -0.02050 -1.03992  0.008813  0.006342  0.002785     1.390
   1.72985  0.68109 -0.01750 -1.01481  0.009831  0.006923  0.002475     1.420
   1.75284  0.70387 -0.01440 -0.99591  0.010703  0.007412  0.002259     1.444
   1.77589  0.72665 -0.01093 -0.97102  0.012041  0.008117  0.001972     1.483
   1.79895  0.74943 -0.00729 -0.94656  0.013612  0.008901  0.001700     1.529
   1.82203  0.77221 -0.00364 -0.92416  0.015336  0.009713  0.001462     1.579
   1.84509  0.79499  0.00000 -0.90096  0.017523  0.010667  0.001221     1.643
   1.86804  0.81777  0.00273 -0.88767  0.018941  0.011280  0.001100     1.679
   1.89089  0.84055  0.00456 -0.87904  0.019899  0.011710  0.001034     1.699
   1.91369  0.86333  0.00547 -0.87440  0.020360  0.011957  0.001013     1.703
   1.93646  0.88610  0.00547 -0.87526  0.020062  0.011929  0.001054     1.682
   1.95924  0.90888  0.00547 -0.87060  0.020533  0.012182  0.001032     1.686
   1.98203  0.93166  0.00480 -0.86992  0.020457  0.012232  0.001054     1.672
   2.00484  0.95444  0.00364 -0.86861  0.020475  0.012316  0.001068     1.662
   2.02769  0.97722  0.00180 -0.87076  0.020033  0.012222  0.001120     1.639
   2.05054  1.00000  0.00000 -0.85890  0.021528  0.012867  0.001017     1.673
   2.05054  1.00010 -0.00002  0.85890  0.025096  0.014807  0.000000     1.695
   2.07386  1.02307 -0.00399  0.89624  0.019452  0.012697  0.000000     1.532
   2.10142  1.05034 -0.00796  0.91624  0.017124  0.011754  0.000000     1.457
   2.13401  1.08265 -0.01226  0.93225  0.015504  0.011077  0.000000     1.400
   2.17253  1.12088 -0.01702  0.94494  0.014318  0.010582  0.000000     1.353
   2.21809  1.16612 -0.02237  0.95519  0.013398  0.010209  0.000000     1.312
   2.27195  1.21964 -0.02844  0.96357  0.012657  0.009919  0.000000     1.276
   2.33563  1.28294 -0.03539  0.97047  0.012042  0.009691  0.000000     1.243
   2.41092  1.35780 -0.04340  0.97618  0.011522  0.009509  0.000000     1.212
   2.49993  1.44633 -0.05269  0.98090  0.011079  0.009364  0.000000     1.183
   2.60518  1.55102 -0.06351  0.98479  0.010699  0.009247  0.000000     1.157
   2.72962  1.67481 -0.07617  0.98797  0.010375  0.009154  0.000000     1.133
   2.87674  1.82118 -0.09103  0.99054  0.010102  0.009080  0.000000     1.113
   3.05068  1.99424 -0.10853  0.99312  0.009856  0.009007  0.000000     1.094
