#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.99433  0.02506  0.03371      NaN       NaN       NaN       NaN       NaN
   1.00600  0.01595  0.02642      NaN       NaN       NaN       NaN       NaN
   1.01889  0.00683  0.01731      NaN       NaN       NaN       NaN       NaN
   1.02748  0.00228  0.01002      NaN       NaN       NaN       NaN       NaN
   1.03776  0.00000  0.00000      NaN  0.000000  0.000000  0.000000       NaN
   1.04368  0.00228 -0.00547      NaN  0.000000  0.000000  0.000000       NaN
   1.05152  0.00683 -0.01185      NaN  0.000000  0.000000  0.000000       NaN
   1.06185  0.01595 -0.01670      NaN  0.000000  0.000000  0.000000       NaN
   1.07155  0.02506 -0.02005      NaN  0.000000  0.000000  0.000000       NaN
   1.08106  0.03417 -0.02278      NaN  0.000000  0.000000  0.000000       NaN
   1.09032  0.04328 -0.02440      NaN  0.000000  0.000000  0.000000       NaN
   1.11352  0.06606 -0.02880      NaN  0.000000  0.000000  0.000000       NaN
   1.13651  0.08884 -0.03189      NaN  0.000000  0.000000  0.000000       NaN
   1.15945  0.11162 -0.03462      NaN  0.000000  0.000000  0.000000       NaN
   1.18228  0.13440 -0.03620      NaN  0.000000  0.000000  0.000000       NaN
   1.20509  0.15718 -0.03736      NaN  0.000000  0.000000  0.000000       NaN
   1.22789  0.17995 -0.03840      NaN  0.000000  0.000000  0.000000       NaN
   1.25068  0.20273 -0.03918      NaN  0.000000  0.000000  0.000000       NaN
   1.27346  0.22551 -0.03940      NaN  0.000000  0.000000  0.000000       NaN
   1.29624  0.24829 -0.03960      NaN  0.000000  0.000000  0.000000       NaN
   1.31902  0.27107 -0.03960      NaN  0.000000  0.000000  0.000000       NaN
   1.34180  0.29385 -0.03950      NaN  0.000000  0.000000  0.000000       NaN
   1.36458  0.31663 -0.03930      NaN  0.000000  0.000000  0.000000       NaN
   1.38737  0.33941 -0.03890      NaN  0.000000  0.000000  0.000000       NaN
   1.41016  0.36219 -0.03827      NaN  0.000000  0.000000  0.000000       NaN
   1.43295  0.38497 -0.03736      NaN  0.000000  0.000000  0.000000       NaN
   1.45574  0.40774 -0.03645      NaN  0.000000  0.000000  0.000000       NaN
   1.47854  0.43052 -0.03554      NaN  0.000000  0.000000  0.000000       NaN
   1.50134  0.45330 -0.03462      NaN  0.000000  0.000000  0.000000       NaN
   1.52414  0.47608 -0.03371      NaN  0.000000  0.000000  0.000000       NaN
   1.54695  0.49886 -0.03250      NaN  0.000000  0.000000  0.000000       NaN
   1.56977  0.52164 -0.03120      NaN  0.000000  0.000000  0.000000       NaN
   1.59258  0.54442 -0.03000      NaN  0.000000  0.000000  0.000000       NaN
   1.61541  0.56720 -0.02840      NaN  0.000000  0.000000  0.000000       NaN
   1.63824  0.58998 -0.02690      NaN  0.000000  0.000000  0.000000       NaN
   1.66109  0.61276 -0.02510      NaN  0.000000  0.000000  0.000000       NaN
   1.68398  0.63554 -0.02290      NaN  0.000000  0.000000  0.000000       NaN
   1.70688  0.65831 -0.02050      NaN  0.000000  0.000000  0.000000       NaN
   1.72985  0.68109 -0.01750      NaN  0.000000  0.000000  0.000000       NaN
   1.75284  0.70387 -0.01440      NaN  0.000000  0.000000  0.000000       NaN
   1.77589  0.72665 -0.01093      NaN  0.000000  0.000000  0.000000       NaN
   1.79895  0.74943 -0.00729      NaN  0.000000  0.000000  0.000000       NaN
   1.82203  0.77221 -0.00364      NaN  0.000000  0.000000  0.000000       NaN
   1.84509  0.79499  0.00000      NaN  0.000000  0.000000  0.000000       NaN
   1.86804  0.81777  0.00273      NaN  0.000000  0.000000  0.000000       NaN
   1.89089  0.84055  0.00456      NaN  0.000000  0.000000  0.000000       NaN
   1.91369  0.86333  0.00547      NaN  0.000000  0.000000  0.000000       NaN
   1.93646  0.88610  0.00547      NaN  0.000000  0.000000  0.000000       NaN
   1.95924  0.90888  0.00547      NaN  0.000000  0.000000  0.000000       NaN
   1.98203  0.93166  0.00480      NaN  0.000000  0.000000  0.000000       NaN
   2.00484  0.95444  0.00364      NaN  0.000000  0.000000  0.000000       NaN
   2.02769  0.97722  0.00180      NaN  0.000000  0.000000  0.000000       NaN
   2.05054  1.00000  0.00000      NaN  0.000000  0.000000  0.000000       NaN
   2.05054  1.00010 -0.00002      NaN       NaN       NaN  0.000000       NaN
   2.07386  1.02314 -0.00357      NaN       NaN       NaN  0.000000       NaN
   2.10142  1.05059 -0.00601      NaN       NaN       NaN  0.000000       NaN
   2.13401  1.08314 -0.00773      NaN       NaN       NaN  0.000000       NaN
   2.17253  1.12165 -0.00864      NaN       NaN       NaN  0.000000       NaN
   2.21809  1.16721 -0.00857      NaN       NaN       NaN  0.000000       NaN
   2.27195  1.22105 -0.00725      NaN       NaN       NaN  0.000000       NaN
   2.33563  1.28466 -0.00435      NaN       NaN       NaN  0.000000       NaN
   2.41092  1.35979  0.00058      NaN       NaN       NaN  0.000000       NaN
   2.49993  1.44849  0.00808      NaN       NaN       NaN  0.000000       NaN
   2.60518  1.55319  0.01880      NaN       NaN       NaN  0.000000       NaN
   2.72962  1.67675  0.03355      NaN       NaN       NaN  0.000000       NaN
   2.87674  1.82254  0.05331      NaN       NaN       NaN  0.000000       NaN
   3.05068  1.99454  0.07923      NaN       NaN       NaN  0.000000       NaN
