name: NREL_s S814
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 5.500000
CL_eps: 1.077900
CD_eps: 8.270000e-03
AoA_lift: 23.500000
CL_lift: 1.681000
CD_lift: 1.440300e-01
 alpha	CL	CD	Cm
-5.000000	-0.176000	0.007470	-0.138400
-4.500000	-0.115300	0.007410	-0.139600
-4.000000	-0.056000	0.007440	-0.140500
-3.500000	0.003700	0.007460	-0.141500
-3.000000	0.064700	0.007410	-0.142600
-2.500000	0.125500	0.007380	-0.143700
-2.000000	0.185200	0.007410	-0.144600
-1.500000	0.245000	0.007460	-0.145500
-1.000000	0.305300	0.007470	-0.146400
-0.500000	0.366600	0.007430	-0.147500
0.000000	0.427700	0.007400	-0.148500
0.500000	0.488500	0.007390	-0.149500
1.000000	0.548500	0.007430	-0.150200
1.500000	0.607800	0.007510	-0.150900
2.000000	0.666700	0.007620	-0.151400
2.500000	0.725300	0.007720	-0.151800
3.500000	0.844700	0.007800	-0.153000
4.000000	0.905300	0.007790	-0.153700
4.500000	0.963300	0.007910	-0.154000
5.000000	1.020700	0.008120	-0.154400
5.500000	1.077900	0.008270	-0.154500
6.000000	1.120400	0.009270	-0.152100
6.500000	1.163900	0.010070	-0.149800
7.000000	1.198500	0.011120	-0.145900
7.500000	1.237300	0.011990	-0.142800
8.000000	1.276800	0.012810	-0.139900
8.500000	1.317300	0.013560	-0.137200
9.000000	1.353600	0.014430	-0.133900
9.500000	1.389400	0.015390	-0.130700
10.000000	1.423400	0.016310	-0.127200
10.500000	1.456100	0.017410	-0.123700
11.000000	1.483500	0.018730	-0.119600
11.500000	1.515800	0.019900	-0.116400
12.000000	1.543500	0.021360	-0.112900
12.500000	1.569700	0.023090	-0.109600
13.000000	1.588500	0.025360	-0.105900
13.500000	1.604000	0.028080	-0.102500
14.000000	1.617600	0.031180	-0.099600
14.500000	1.630600	0.034800	-0.097300
15.000000	1.649900	0.038190	-0.095900
15.500000	1.660200	0.042720	-0.094700
16.000000	1.666400	0.047920	-0.093800
16.500000	1.678100	0.052500	-0.093100
17.000000	1.678500	0.058630	-0.093000
17.500000	1.671700	0.065620	-0.093300
18.000000	1.680200	0.070830	-0.093400
18.500000	1.669100	0.079230	-0.094900
19.000000	1.678800	0.084730	-0.095700
19.500000	1.660000	0.094500	-0.098300
20.000000	1.670200	0.099870	-0.099300
20.500000	1.676100	0.105830	-0.100900
21.000000	1.654700	0.116080	-0.105000
21.500000	1.668200	0.120760	-0.106600
22.000000	1.678600	0.125770	-0.108500
23.000000	1.668000	0.139490	-0.116200
23.500000	1.681000	0.144030	-0.118700
24.000000	1.659400	0.154750	-0.125100
24.500000	1.668100	0.160570	-0.128500
25.000000	1.677400	0.166720	-0.132300
26.000000	1.658400	0.186660	-0.144400
27.000000	1.628200	0.209780	-0.157600
27.500000	1.626700	0.218620	-0.162400
28.000000	1.589200	0.237080	-0.172400
28.500000	1.588900	0.246110	-0.176900
29.000000	1.537400	0.270020	-0.188600
29.500000	1.534800	0.279900	-0.193000
30.000000	1.415600	0.322820	-0.209100
30.500000	1.435600	0.324160	-0.209600
