name: NACA 1410
Re: 1.000000e+05
Ncrit: 9
AoA_eps: 5.000000
CL_eps: 0.683400
CD_eps: 1.528000e-02
AoA_lift: 10.000000
CL_lift: 1.025200
CD_lift: 5.438000e-02
 alpha	CL	CD	Cm
0.000000	0.010800	0.014360	-0.012700
1.000000	0.230700	0.014790	-0.035400
2.000000	0.403600	0.013970	-0.044900
3.000000	0.505800	0.013670	-0.039000
4.000000	0.596600	0.014190	-0.031900
5.000000	0.683400	0.015280	-0.025200
6.000000	0.755500	0.018310	-0.017900
7.000000	0.832300	0.023920	-0.012300
8.000000	0.923900	0.030360	-0.009000
9.000000	1.003400	0.039680	-0.004700
10.000000	1.025200	0.054380	0.003300
11.000000	1.000400	0.073070	0.009200
12.000000	0.741800	0.138650	-0.035500
13.000000	0.752200	0.154880	-0.040500
14.000000	0.763900	0.170990	-0.046900
15.000000	0.779300	0.186380	-0.054100
16.000000	0.800500	0.201410	-0.061800
17.000000	0.836500	0.217970	-0.066200
18.000000	0.871300	0.232820	-0.072100
19.000000	0.885700	0.243820	-0.085900
20.000000	0.932600	0.264720	-0.088100
