name: NACA 63-412
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 8.000000
CL_eps: 1.174100
CD_eps: 1.174000e-02
AoA_lift: 17.000000
CL_lift: 1.504100
CD_lift: 4.178000e-02
 alpha	CL	CD	Cm
-5.000000	-0.231900	0.007070	-0.071800
-4.500000	-0.174700	0.006860	-0.072300
-4.000000	-0.117300	0.006550	-0.072900
-3.500000	-0.059300	0.006300	-0.073600
-3.000000	-0.001500	0.006120	-0.074300
-2.500000	0.056100	0.005840	-0.075000
-2.000000	0.114200	0.005500	-0.075900
-1.500000	0.172400	0.004980	-0.077000
-1.000000	0.230100	0.004690	-0.077800
-0.500000	0.287600	0.004570	-0.078500
0.000000	0.342800	0.004790	-0.078800
0.500000	0.400300	0.004800	-0.079400
1.000000	0.454500	0.005200	-0.079600
1.500000	0.506500	0.005940	-0.079400
2.000000	0.556900	0.006820	-0.079000
2.500000	0.610600	0.007260	-0.079000
3.000000	0.662700	0.007830	-0.078700
3.500000	0.714700	0.008410	-0.078300
4.000000	0.768700	0.008740	-0.078200
4.500000	0.822500	0.009020	-0.078200
5.000000	0.875600	0.009310	-0.078000
5.500000	0.927500	0.009710	-0.077500
6.000000	0.978000	0.010210	-0.076800
6.500000	1.026700	0.010760	-0.075900
7.000000	1.076200	0.011140	-0.075100
7.500000	1.124600	0.011570	-0.074200
8.000000	1.174100	0.011740	-0.073700
8.500000	1.219300	0.012250	-0.072200
9.000000	1.260300	0.012750	-0.069900
9.500000	1.298400	0.013330	-0.067200
10.000000	1.331400	0.013870	-0.063500
10.500000	1.348400	0.014510	-0.056800
11.000000	1.371900	0.015240	-0.051700
11.500000	1.391600	0.016130	-0.046300
12.000000	1.410400	0.017190	-0.041300
12.500000	1.424200	0.018450	-0.035900
13.000000	1.442400	0.019800	-0.031600
13.500000	1.453800	0.021530	-0.026900
14.000000	1.464600	0.023500	-0.022700
14.500000	1.477900	0.025560	-0.019200
15.000000	1.483800	0.028160	-0.015600
15.500000	1.495400	0.030700	-0.012900
16.000000	1.497400	0.034140	-0.010200
16.500000	1.499400	0.037920	-0.008200
17.000000	1.504100	0.041780	-0.006800
17.500000	1.499600	0.046830	-0.006000
18.000000	1.499800	0.051700	-0.005800
18.500000	1.490300	0.058230	-0.006600
19.000000	1.476700	0.065900	-0.008500
19.500000	1.463600	0.074050	-0.011200
20.000000	1.452700	0.082360	-0.014500
20.500000	1.428700	0.093530	-0.020100
21.000000	1.399600	0.106520	-0.027100
21.500000	1.364400	0.121390	-0.035800
22.000000	1.321900	0.138340	-0.046400
22.500000	1.269300	0.158090	-0.059000
23.000000	1.205400	0.181070	-0.073500
23.500000	1.124500	0.209910	-0.090200
