name: Wortmann FX 84-W-127
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 4.500000
CL_eps: 0.912100
CD_eps: 5.130000e-03
AoA_lift: 18.500000
CL_lift: 1.679100
CD_lift: 7.153000e-02
 alpha	CL	CD	Cm
-5.000000	-0.174600	0.007140	-0.076600
-4.500000	-0.117100	0.006960	-0.077100
-4.000000	-0.059100	0.006700	-0.077500
-3.500000	-0.001200	0.006520	-0.078000
-3.000000	0.056300	0.006370	-0.078500
-2.500000	0.114400	0.006170	-0.079000
-2.000000	0.172300	0.005990	-0.079600
-1.500000	0.230000	0.005870	-0.080100
-1.000000	0.287900	0.005610	-0.080700
-0.500000	0.345600	0.005330	-0.081300
0.000000	0.402600	0.005070	-0.081900
0.500000	0.459400	0.004580	-0.082600
1.000000	0.516800	0.004440	-0.083100
1.500000	0.574100	0.004440	-0.083600
2.000000	0.631900	0.004410	-0.084100
2.500000	0.688800	0.004540	-0.084400
3.000000	0.746000	0.004590	-0.084800
3.500000	0.801900	0.004710	-0.085000
4.000000	0.857900	0.004860	-0.085200
4.500000	0.912100	0.005130	-0.085200
5.000000	0.962200	0.005660	-0.084400
5.500000	1.012900	0.006040	-0.083700
6.000000	1.069200	0.006720	-0.084700
6.500000	1.116200	0.007810	-0.083900
7.000000	1.161900	0.008930	-0.083000
7.500000	1.206100	0.010070	-0.081900
8.000000	1.250400	0.011070	-0.080700
8.500000	1.296300	0.011850	-0.079700
9.000000	1.341500	0.012580	-0.078700
9.500000	1.383100	0.013430	-0.077100
10.000000	1.422300	0.014130	-0.075000
10.500000	1.453800	0.015170	-0.072000
11.000000	1.481600	0.016550	-0.068900
11.500000	1.515000	0.017700	-0.066800
12.000000	1.546900	0.018990	-0.064800
12.500000	1.576600	0.020520	-0.062800
13.000000	1.599500	0.022600	-0.060400
14.000000	1.611000	0.029910	-0.053600
15.000000	1.631100	0.037200	-0.049600
15.500000	1.640500	0.041340	-0.048300
16.000000	1.649000	0.045770	-0.047400
16.500000	1.659300	0.050100	-0.046700
17.000000	1.663900	0.055130	-0.046300
17.500000	1.669000	0.060440	-0.046400
18.000000	1.674700	0.065840	-0.046700
18.500000	1.679100	0.071530	-0.047300
19.000000	1.677500	0.078210	-0.048500
19.500000	1.675900	0.084950	-0.049900
20.000000	1.676200	0.091300	-0.051400
20.500000	1.667000	0.099130	-0.053600
21.000000	1.657300	0.107410	-0.056400
21.500000	1.654600	0.114600	-0.059000
22.000000	1.642200	0.123590	-0.062800
22.500000	1.628000	0.132960	-0.067300
23.000000	1.612800	0.142570	-0.072300
23.500000	1.597800	0.152210	-0.077800
24.000000	1.589300	0.160560	-0.082900
24.500000	1.572500	0.169770	-0.089700
25.000000	1.552300	0.180570	-0.097300
25.500000	1.528900	0.192950	-0.105800
26.000000	1.501800	0.207160	-0.115100
26.500000	1.469600	0.223850	-0.125600
27.000000	1.422300	0.246690	-0.138700
