name: fx84w218
Re: 1.000000e+06
Ncrit: 9
AoA_eps: 6.000000
CL_eps: 0.943200
CD_eps: 9.320000e-03
AoA_lift: 18.750000
CL_lift: 1.404800
CD_lift: 7.546000e-02
 alpha	CL	CD	Cm
-19.750000	-0.984400	0.075550	-0.086400
-19.500000	-0.989400	0.071780	-0.088300
-19.250000	-0.992300	0.068300	-0.089900
-19.000000	-0.998500	0.064520	-0.091700
-18.750000	-1.005600	0.059860	-0.094800
-18.500000	-0.992600	0.055480	-0.101100
-18.250000	-0.975500	0.051800	-0.106800
-18.000000	-0.968600	0.048970	-0.109200
-17.750000	-0.967700	0.046560	-0.109700
-17.500000	-0.966300	0.044310	-0.110000
-17.250000	-0.962600	0.042350	-0.110200
-17.000000	-0.959600	0.040310	-0.110300
-16.750000	-0.964500	0.037710	-0.110300
-16.500000	-0.962800	0.035720	-0.110200
-16.250000	-0.958900	0.033920	-0.110100
-16.000000	-0.953700	0.032370	-0.109700
-15.750000	-0.945800	0.031010	-0.109300
-15.500000	-0.936500	0.029760	-0.108900
-15.250000	-0.925000	0.028740	-0.108400
-15.000000	-0.922900	0.027200	-0.107500
-14.750000	-0.916700	0.025870	-0.106700
-14.500000	-0.907100	0.024820	-0.105900
-14.250000	-0.896400	0.023910	-0.105000
-14.000000	-0.884600	0.023080	-0.104100
-13.750000	-0.870100	0.022350	-0.103400
-13.500000	-0.863200	0.021280	-0.102000
-13.250000	-0.852600	0.020460	-0.100800
-13.000000	-0.839600	0.019810	-0.099700
-12.750000	-0.824500	0.019200	-0.098800
-12.500000	-0.809900	0.018600	-0.097700
-12.250000	-0.798700	0.017880	-0.096200
-12.000000	-0.784600	0.017330	-0.094900
-11.750000	-0.769000	0.016860	-0.093800
-11.500000	-0.751800	0.016420	-0.092700
-11.250000	-0.738900	0.015840	-0.091100
-11.000000	-0.723200	0.015400	-0.089800
-10.750000	-0.705800	0.015060	-0.088600
-10.500000	-0.690500	0.014640	-0.087100
-10.250000	-0.674600	0.014220	-0.085600
-10.000000	-0.656800	0.013900	-0.084300
-9.750000	-0.640600	0.013550	-0.082600
-9.500000	-0.625100	0.013230	-0.080900
-9.250000	-0.607700	0.013030	-0.079200
-9.000000	-0.592000	0.012770	-0.077300
-8.750000	-0.572300	0.012520	-0.076100
-8.500000	-0.550500	0.012310	-0.075200
-8.250000	-0.529500	0.012070	-0.074200
-8.000000	-0.506100	0.011910	-0.073500
-7.750000	-0.483600	0.011640	-0.072800
-7.500000	-0.459100	0.011450	-0.072300
-7.250000	-0.435800	0.011210	-0.071700
-7.000000	-0.411200	0.011040	-0.071200
-6.750000	-0.387100	0.010860	-0.070700
-6.500000	-0.361800	0.010650	-0.070400
-6.250000	-0.336000	0.010470	-0.070100
-6.000000	-0.310800	0.010270	-0.069800
-5.750000	-0.285000	0.010110	-0.069500
-5.500000	-0.259200	0.009980	-0.069200
-5.250000	-0.233100	0.009790	-0.069000
-5.000000	-0.206500	0.009610	-0.068900
-4.750000	-0.179700	0.009460	-0.068800
-4.500000	-0.153300	0.009300	-0.068600
-4.250000	-0.127000	0.009170	-0.068400
-4.000000	-0.100100	0.009020	-0.068400
-3.750000	-0.072900	0.008850	-0.068400
-3.500000	-0.045800	0.008690	-0.068300
-3.250000	-0.018900	0.008550	-0.068300
-3.000000	0.007700	0.008430	-0.068100
-2.750000	0.034900	0.008280	-0.068100
-2.500000	0.062500	0.008120	-0.068200
-2.250000	0.090000	0.007990	-0.068200
-1.750000	0.144400	0.007800	-0.068200
-1.500000	0.172300	0.007690	-0.068200
-1.250000	0.200500	0.007590	-0.068400
-1.000000	0.228700	0.007530	-0.068500
-0.750000	0.256500	0.007490	-0.068600
-0.500000	0.284100	0.007510	-0.068600
-0.250000	0.312900	0.007460	-0.068800
0.000000	0.341400	0.007420	-0.068900
0.250000	0.369700	0.007420	-0.069100
0.500000	0.397400	0.007460	-0.069100
0.750000	0.425200	0.007490	-0.069100
1.000000	0.454200	0.007500	-0.069300
1.250000	0.482300	0.007510	-0.069400
1.500000	0.509900	0.007570	-0.069400
1.750000	0.536500	0.007650	-0.069300
2.000000	0.565100	0.007670	-0.069400
2.250000	0.593000	0.007710	-0.069500
2.500000	0.619800	0.007770	-0.069300
2.750000	0.645600	0.007900	-0.069000
3.000000	0.673000	0.007920	-0.069000
3.250000	0.700000	0.007980	-0.068900
3.500000	0.725800	0.008090	-0.068600
3.750000	0.749200	0.008220	-0.067900
4.000000	0.776000	0.008260	-0.067700
4.250000	0.801300	0.008360	-0.067300
4.500000	0.823400	0.008480	-0.066400
4.750000	0.845800	0.008600	-0.065500
5.000000	0.868900	0.008690	-0.064700
5.250000	0.887300	0.008800	-0.063000
5.500000	0.901800	0.009000	-0.060600
5.750000	0.923200	0.009130	-0.059600
6.000000	0.943200	0.009320	-0.058300
6.250000	0.958900	0.009550	-0.056400
6.500000	0.976300	0.009800	-0.054700
6.750000	0.996600	0.010000	-0.053600
7.000000	1.013200	0.010270	-0.052000
7.250000	1.027500	0.010610	-0.049900
7.500000	1.048000	0.010840	-0.049000
7.750000	1.063700	0.011160	-0.047300
8.000000	1.076200	0.011600	-0.045100
8.250000	1.095700	0.011880	-0.044100
8.500000	1.110300	0.012250	-0.042300
8.750000	1.121600	0.012790	-0.040200
9.000000	1.138700	0.013120	-0.038800
9.250000	1.149400	0.013690	-0.036700
9.500000	1.161300	0.014170	-0.034600
9.750000	1.172500	0.014690	-0.032500
10.000000	1.185800	0.015350	-0.031200
10.250000	1.222900	0.015910	-0.034500
10.500000	1.233000	0.016800	-0.032900
10.750000	1.248900	0.017420	-0.032000
11.000000	1.256300	0.018450	-0.030200
11.250000	1.271200	0.019140	-0.029200
11.500000	1.277500	0.020310	-0.027400
11.750000	1.290600	0.021140	-0.026400
12.000000	1.295800	0.022440	-0.024600
12.250000	1.307500	0.023400	-0.023500
12.500000	1.311700	0.024840	-0.021900
12.750000	1.322900	0.025880	-0.020900
13.000000	1.326700	0.027440	-0.019400
13.250000	1.336200	0.028650	-0.018400
13.500000	1.340300	0.030270	-0.017000
13.750000	1.348100	0.031670	-0.016000
14.000000	1.352000	0.033370	-0.014900
14.250000	1.359600	0.034840	-0.014000
14.500000	1.362600	0.036690	-0.012900
14.750000	1.370300	0.038240	-0.012200
15.000000	1.372200	0.040250	-0.011300
15.250000	1.379200	0.041910	-0.010600
15.500000	1.381100	0.044000	-0.009900
15.750000	1.386700	0.045860	-0.009300
16.000000	1.389000	0.048010	-0.008700
16.250000	1.392700	0.050090	-0.008200
16.500000	1.394400	0.052370	-0.007800
16.750000	1.397800	0.054560	-0.007500
17.000000	1.399000	0.056980	-0.007200
17.250000	1.400900	0.059390	-0.007000
17.500000	1.401200	0.061990	-0.006800
17.750000	1.403200	0.064460	-0.006800
18.000000	1.403400	0.067180	-0.006800
18.250000	1.404400	0.069840	-0.006900
18.500000	1.403700	0.072730	-0.007100
18.750000	1.404800	0.075460	-0.007300
19.000000	1.404000	0.078470	-0.007700
19.250000	1.403700	0.081450	-0.008100
