name: NACA 0015
Re: 1.000000e+06
Ncrit: 9
AoA_eps: 9.000000
CL_eps: 1.038400
CD_eps: 1.317000e-02
AoA_lift: 17.000000
CL_lift: 1.424900
CD_lift: 4.483000e-02
 alpha	CL	CD	Cm
0.000000	1.000000	3.000000	4.000000
5.000000	6.000000	7.000000	8.000000
9.000000	10.000000	11.000000	12.000000
13.000000	14.000000	15.000000	16.000000
17.000000	18.000000	19.000000	20.000000
0.000000	0.109100	0.326200	0.433000
0.537100	0.642600	0.769900	0.903400
1.038400	1.115600	1.178100	1.243300
1.301200	1.355500	1.395200	1.422000
1.424900	1.407800	1.354800	1.278300
0.006330	0.006390	0.006900	0.007420
0.008180	0.009160	0.010410	0.011730
0.013170	0.014390	0.015800	0.017610
0.019720	0.022660	0.027260	0.034070
0.044830	0.059470	0.080460	0.106230
-0.000000	0.001000	0.003200	0.004700
0.006700	0.008200	0.004500	-0.000900
-0.006900	-0.000900	0.007800	0.015200
0.022800	0.028800	0.033600	0.035800
0.034500	0.029900	0.021300	0.009700
