name: fx84w127
Re: 1.000000e+06
Ncrit: 9
AoA_eps: 5.250000
CL_eps: 0.980700
CD_eps: 6.880000e-03
AoA_lift: 16.250000
CL_lift: 1.470700
CD_lift: 6.072000e-02
 alpha	CL	CD	Cm
17.000000	1.453200	0.072840	-0.033800
17.250000	1.457400	0.075690	-0.034400
17.500000	1.458400	0.079020	-0.035300
17.750000	1.461000	0.082200	-0.036100
18.000000	1.458900	0.086130	-0.037200
18.250000	1.457300	0.090060	-0.038500
18.500000	1.455000	0.094110	-0.039800
18.750000	1.453100	0.098200	-0.041300
19.000000	1.450700	0.102420	-0.042900
19.250000	1.447400	0.106860	-0.044700
