name: Wortmann FX 83-W-160
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 2.500000
CL_eps: 0.737000
CD_eps: 5.220000e-03
AoA_lift: 20.500000
CL_lift: 1.847900
CD_lift: 7.183000e-02
 alpha	CL	CD	Cm
-5.000000	0.008200	0.006340	-0.145700
-4.500000	0.058100	0.006160	-0.144600
-4.000000	0.110100	0.005850	-0.143900
-3.500000	0.161400	0.005610	-0.143100
-3.000000	0.210000	0.005400	-0.141700
-2.500000	0.257900	0.005190	-0.140100
-2.000000	0.308100	0.004900	-0.139000
-1.500000	0.354300	0.004680	-0.137000
-1.000000	0.398400	0.004640	-0.134400
-0.500000	0.449300	0.004570	-0.133200
0.000000	0.501700	0.004580	-0.132400
0.500000	0.544200	0.004660	-0.129400
1.000000	0.595400	0.004680	-0.128400
1.500000	0.641500	0.004840	-0.126200
2.000000	0.687700	0.005060	-0.124000
2.500000	0.737000	0.005220	-0.122600
3.000000	0.778200	0.005570	-0.119500
3.500000	0.809000	0.006320	-0.114500
4.000000	0.843500	0.007090	-0.110400
4.500000	0.880600	0.007840	-0.107000
5.500000	0.956500	0.009420	-0.100900
6.000000	0.994600	0.010270	-0.098200
6.500000	1.040800	0.010890	-0.097000
7.000000	1.086700	0.011540	-0.095800
7.500000	1.131000	0.012200	-0.094400
8.000000	1.177100	0.012820	-0.093300
8.500000	1.221200	0.013670	-0.092300
9.000000	1.264400	0.014470	-0.091000
9.500000	1.308800	0.015370	-0.090200
10.000000	1.348100	0.016520	-0.088600
11.000000	1.439100	0.018790	-0.088500
11.500000	1.494200	0.019860	-0.090500
12.500000	1.572300	0.022810	-0.088600
13.000000	1.602000	0.024390	-0.086000
13.500000	1.626100	0.026360	-0.082900
14.000000	1.649800	0.028350	-0.079900
14.500000	1.671700	0.030630	-0.077000
15.000000	1.699600	0.032540	-0.074800
15.500000	1.722800	0.034890	-0.072500
16.000000	1.748000	0.037090	-0.070400
16.500000	1.768300	0.039790	-0.068300
17.000000	1.790300	0.042340	-0.066300
17.500000	1.805900	0.045470	-0.064200
18.000000	1.821100	0.048630	-0.062200
18.500000	1.827100	0.052950	-0.060100
19.000000	1.835000	0.057160	-0.058300
19.500000	1.836900	0.062250	-0.056900
20.000000	1.842100	0.067060	-0.055900
20.500000	1.847900	0.071830	-0.055200
21.000000	1.843100	0.078000	-0.054900
21.500000	1.830100	0.085050	-0.055000
22.000000	1.807300	0.093670	-0.055900
22.500000	1.759200	0.106400	-0.058800
23.000000	1.727700	0.117370	-0.062600
23.500000	1.694200	0.128910	-0.067600
24.000000	1.659300	0.140870	-0.073700
24.500000	1.612900	0.155100	-0.082100
25.000000	1.565400	0.169000	-0.092200
25.500000	1.520900	0.184190	-0.102700
26.000000	1.465400	0.203650	-0.115500
26.500000	1.425300	0.221380	-0.126700
27.000000	1.390400	0.239290	-0.137300
27.500000	1.358000	0.257950	-0.147700
28.000000	1.343300	0.271970	-0.155300
28.500000	1.312600	0.292690	-0.165300
