name: NACA 63-415
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 1.500000
CL_eps: 0.523900
CD_eps: 5.460000e-03
AoA_lift: 20.500000
CL_lift: 1.432400
CD_lift: 8.580000e-02
 alpha	CL	CD	Cm
-5.000000	-0.236700	0.007340	-0.069700
-4.500000	-0.178000	0.007160	-0.070500
-4.000000	-0.119100	0.006900	-0.071300
-3.500000	-0.060300	0.006640	-0.072200
-3.000000	-0.001800	0.006300	-0.073200
-2.500000	0.057100	0.005920	-0.074300
-2.000000	0.116700	0.005460	-0.075500
-1.500000	0.176300	0.005040	-0.076800
-1.000000	0.235300	0.004910	-0.077700
-0.500000	0.293900	0.004840	-0.078600
0.000000	0.352700	0.004840	-0.079300
0.500000	0.410600	0.004950	-0.080000
1.000000	0.467500	0.005190	-0.080500
1.500000	0.523900	0.005460	-0.080900
2.000000	0.574800	0.006300	-0.080600
2.500000	0.626300	0.007040	-0.080300
3.500000	0.729200	0.008280	-0.079500
4.000000	0.779400	0.008900	-0.078900
4.500000	0.832000	0.009270	-0.078600
5.000000	0.884400	0.009620	-0.078300
5.500000	0.931400	0.010260	-0.077100
6.000000	0.980900	0.010650	-0.076300
6.500000	1.029300	0.011070	-0.075200
7.000000	1.076000	0.011480	-0.073900
7.500000	1.120100	0.011910	-0.072200
8.000000	1.159600	0.012420	-0.069600
8.500000	1.182600	0.012920	-0.063800
9.000000	1.203000	0.013480	-0.057700
9.500000	1.220900	0.014240	-0.051800
10.000000	1.240300	0.015090	-0.046400
10.500000	1.253300	0.016230	-0.040600
11.000000	1.263100	0.017400	-0.034500
11.500000	1.274900	0.018730	-0.029200
12.000000	1.284300	0.020690	-0.024600
12.500000	1.304700	0.022310	-0.021500
13.000000	1.310700	0.024810	-0.017400
13.500000	1.321000	0.027240	-0.014200
14.000000	1.322300	0.030470	-0.010900
14.500000	1.320600	0.034300	-0.008000
15.000000	1.322400	0.038140	-0.005800
16.000000	1.336800	0.045740	-0.003600
16.500000	1.355800	0.048630	-0.003300
17.000000	1.362600	0.053000	-0.003400
17.500000	1.381000	0.056220	-0.003400
18.000000	1.381600	0.061810	-0.004400
18.500000	1.396400	0.065730	-0.005000
20.500000	1.432400	0.085800	-0.011400
21.000000	1.420900	0.094450	-0.015300
21.500000	1.426300	0.100470	-0.018000
22.000000	1.406300	0.111130	-0.023500
22.500000	1.406400	0.118180	-0.027200
23.000000	1.380400	0.130230	-0.034200
24.500000	0.959300	0.309920	-0.165300
25.000000	0.959600	0.317240	-0.166600
25.500000	0.960900	0.325010	-0.168100
26.000000	0.961000	0.333280	-0.169600
26.500000	1.033700	0.254470	-0.107900
27.000000	1.041400	0.259370	-0.111300
27.500000	1.049000	0.264230	-0.114700
28.000000	1.053500	0.269880	-0.118300
