name: NACA 2415
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 4.500000
CL_eps: 0.747400
CD_eps: 6.210000e-03
AoA_lift: 18.500000
CL_lift: 1.730100
CD_lift: 4.443000e-02
 alpha	CL	CD	Cm
-5.000000	-0.314500	0.006800	-0.051900
-4.500000	-0.257200	0.006660	-0.052000
-4.000000	-0.201600	0.006460	-0.051900
-3.500000	-0.145200	0.006400	-0.051800
-3.000000	-0.088800	0.006200	-0.051800
-2.500000	-0.033100	0.006100	-0.051700
-2.000000	0.024100	0.006030	-0.051800
-1.500000	0.080200	0.006000	-0.051800
-1.000000	0.137400	0.005850	-0.052000
-0.500000	0.192900	0.005840	-0.051800
0.000000	0.250400	0.005740	-0.052100
0.500000	0.306000	0.005750	-0.052000
1.000000	0.362700	0.005640	-0.052100
1.500000	0.419900	0.005540	-0.052300
2.000000	0.474400	0.005640	-0.052000
2.500000	0.531300	0.005630	-0.052100
3.000000	0.585400	0.005730	-0.051700
3.500000	0.641100	0.005810	-0.051600
4.000000	0.693100	0.006100	-0.050800
4.500000	0.747400	0.006210	-0.050400
5.000000	0.795000	0.006780	-0.048700
5.500000	0.845800	0.007100	-0.047600
6.000000	0.897000	0.007610	-0.046700
6.500000	0.957900	0.008160	-0.048100
7.000000	1.022300	0.008630	-0.050300
7.500000	1.083500	0.009270	-0.051900
8.000000	1.129300	0.009840	-0.050200
8.500000	1.169800	0.010330	-0.047300
9.000000	1.215200	0.010770	-0.045500
9.500000	1.258100	0.011450	-0.043400
10.000000	1.303300	0.012000	-0.041700
10.500000	1.349300	0.012460	-0.040200
11.000000	1.391800	0.012990	-0.038100
11.500000	1.426300	0.013760	-0.034700
12.000000	1.458000	0.014730	-0.031000
13.000000	1.527200	0.016480	-0.025300
13.500000	1.560800	0.017470	-0.022700
14.000000	1.592600	0.018600	-0.020100
14.500000	1.623900	0.019830	-0.017700
15.000000	1.650300	0.021310	-0.015000
15.500000	1.673500	0.023030	-0.012300
16.000000	1.697000	0.025010	-0.010100
16.500000	1.713400	0.027700	-0.007800
17.000000	1.723400	0.031120	-0.005800
17.500000	1.727600	0.035260	-0.004100
18.000000	1.729100	0.039860	-0.002900
18.500000	1.730100	0.044430	-0.001900
19.000000	1.715600	0.050930	-0.001600
19.500000	1.704900	0.057840	-0.002400
20.000000	1.687800	0.065980	-0.004000
20.500000	1.679000	0.073010	-0.005400
21.000000	1.654300	0.082410	-0.008100
21.500000	1.619100	0.093280	-0.012000
22.000000	1.578600	0.104810	-0.017000
22.500000	1.567100	0.111740	-0.020100
23.000000	1.521200	0.122870	-0.026700
23.500000	1.471600	0.136500	-0.034800
24.000000	1.461200	0.144450	-0.039500
24.500000	1.406000	0.161670	-0.049600
25.000000	1.395000	0.171040	-0.055000
25.500000	1.327900	0.193790	-0.067200
33.500000	0.772400	0.333790	-0.113800
34.000000	0.774600	0.335110	-0.116100
