name: NACA 23015
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 6.500000
CL_eps: 0.841000
CD_eps: 7.980000e-03
AoA_lift: 16.500000
CL_lift: 1.628400
CD_lift: 2.997000e-02
 alpha	CL	CD	Cm
-5.000000	-0.394900	0.007670	-0.007600
-4.500000	-0.341800	0.007650	-0.007300
-4.000000	-0.287000	0.007550	-0.007300
-3.500000	-0.234900	0.007720	-0.006900
-3.000000	-0.182300	0.007920	-0.006600
-2.500000	-0.128300	0.007950	-0.006600
-2.000000	-0.076700	0.007700	-0.006100
-1.500000	-0.030500	0.006890	-0.004900
-1.000000	0.019100	0.006710	-0.004200
-0.500000	0.073800	0.006840	-0.004300
0.000000	0.129600	0.006830	-0.004500
0.500000	0.183200	0.006730	-0.004400
1.000000	0.238400	0.006930	-0.004600
1.500000	0.293300	0.006880	-0.004700
2.000000	0.349000	0.006870	-0.004900
2.500000	0.403900	0.006750	-0.005000
3.000000	0.459700	0.006760	-0.005200
3.500000	0.512600	0.006610	-0.004700
4.000000	0.566500	0.006630	-0.004500
4.500000	0.622500	0.006760	-0.004700
5.000000	0.679300	0.006930	-0.005200
5.500000	0.735100	0.007100	-0.005400
6.000000	0.787600	0.007560	-0.005000
6.500000	0.841000	0.007980	-0.004900
7.000000	0.899200	0.008670	-0.006200
8.000000	1.017900	0.009930	-0.009100
8.500000	1.076700	0.010460	-0.010400
9.000000	1.125300	0.011860	-0.010100
9.500000	1.182400	0.012490	-0.011200
10.000000	1.237300	0.013080	-0.011800
10.500000	1.282700	0.013650	-0.010400
11.000000	1.313900	0.014170	-0.006100
11.500000	1.352700	0.014630	-0.003500
12.000000	1.393600	0.015310	-0.001500
12.500000	1.430500	0.016080	0.001000
13.000000	1.465300	0.016930	0.003700
13.500000	1.499100	0.017920	0.006300
14.000000	1.523900	0.019120	0.009900
14.500000	1.545600	0.020740	0.013100
15.000000	1.573100	0.022390	0.015200
15.500000	1.600300	0.024180	0.017000
16.000000	1.611200	0.027280	0.018900
16.500000	1.628400	0.029970	0.020400
17.000000	1.614700	0.035940	0.021200
17.500000	1.619800	0.040540	0.021400
18.000000	1.598000	0.049110	0.019300
18.500000	1.550200	0.061630	0.015200
19.000000	1.539200	0.068810	0.013400
19.500000	1.454300	0.086680	0.006400
20.000000	1.439800	0.095210	0.003400
20.500000	1.347600	0.117020	-0.006500
21.000000	1.329600	0.126330	-0.011000
21.500000	1.234100	0.149370	-0.023500
22.000000	1.240800	0.154020	-0.026800
22.500000	1.247200	0.158830	-0.030200
23.000000	1.138100	0.187600	-0.047200
23.500000	1.150000	0.192700	-0.050500
24.000000	1.162200	0.197790	-0.053800
24.500000	1.174000	0.202980	-0.057100
25.000000	1.184800	0.208450	-0.060600
25.500000	1.192100	0.214820	-0.064500
26.000000	1.156800	0.232820	-0.073300
26.500000	1.159800	0.240810	-0.077700
27.000000	1.092600	0.271120	-0.089700
27.500000	1.094300	0.279990	-0.093800
