name: fx83w160
Re: 1.000000e+06
Ncrit: 9
AoA_eps: 4.250000
CL_eps: 0.965800
CD_eps: 7.360000e-03
AoA_lift: 18.750000
CL_lift: 1.590400
CD_lift: 6.879000e-02
 alpha	CL	CD	Cm
-18.750000	-0.887700	0.096170	-0.080000
-18.500000	-0.904200	0.090610	-0.082300
-18.250000	-0.921500	0.085190	-0.084500
-18.000000	-0.937200	0.080040	-0.086500
-17.750000	-0.952100	0.075250	-0.088100
-17.500000	-0.969400	0.070380	-0.089600
-17.250000	-0.983300	0.066220	-0.090600
-17.000000	-0.991400	0.062060	-0.092600
-16.750000	-0.990500	0.057560	-0.096700
-16.500000	-0.985500	0.053720	-0.100400
-16.250000	-0.977200	0.050430	-0.103900
-16.000000	-0.979400	0.045890	-0.108300
-15.750000	-0.977700	0.042120	-0.111900
-15.500000	-0.971400	0.038970	-0.115000
-15.250000	-0.960400	0.036240	-0.118300
-15.000000	-0.944300	0.033980	-0.121400
-14.750000	-0.925100	0.031970	-0.124600
-14.500000	-0.911600	0.030030	-0.126500
-14.250000	-0.893400	0.028200	-0.129100
-14.000000	-0.868500	0.026910	-0.131600
-13.750000	-0.850700	0.024410	-0.135600
-13.500000	-0.836500	0.022780	-0.137000
-13.250000	-0.812900	0.021410	-0.139500
-13.000000	-0.785200	0.020160	-0.142500
-12.750000	-0.762400	0.019100	-0.144200
-12.500000	-0.734200	0.018240	-0.146500
-12.250000	-0.701800	0.016780	-0.151100
-12.000000	-0.677600	0.016100	-0.152100
-11.750000	-0.650300	0.015530	-0.153400
-11.500000	-0.617400	0.014950	-0.155600
-11.250000	-0.601400	0.014360	-0.154600
-11.000000	-0.574100	0.013890	-0.155400
-10.750000	-0.550000	0.013570	-0.155300
-10.500000	-0.530900	0.013060	-0.154500
-10.250000	-0.504000	0.012670	-0.155000
-10.000000	-0.483900	0.012410	-0.153900
-9.750000	-0.462600	0.011980	-0.153300
-9.500000	-0.435500	0.011710	-0.153600
-9.250000	-0.415500	0.011410	-0.152400
-9.000000	-0.392100	0.011130	-0.151900
-8.750000	-0.366000	0.010890	-0.152000
-8.500000	-0.342800	0.010630	-0.151400
-8.250000	-0.318900	0.010420	-0.150800
-8.000000	-0.293800	0.010160	-0.150600
-7.750000	-0.266600	0.009980	-0.150700
-7.500000	-0.243200	0.009740	-0.150100
-7.250000	-0.218000	0.009560	-0.149700
-7.000000	-0.192000	0.009350	-0.149600
-6.750000	-0.164600	0.009190	-0.149700
-6.500000	-0.139900	0.009010	-0.149300
-6.250000	-0.114700	0.008800	-0.148900
-6.000000	-0.088100	0.008640	-0.148800
-5.750000	-0.060500	0.008500	-0.149000
-5.500000	-0.034600	0.008310	-0.148700
-5.250000	-0.008900	0.008120	-0.148400
-5.000000	0.017300	0.007940	-0.148200
-4.750000	0.044100	0.007770	-0.148200
-4.500000	0.070600	0.007560	-0.148100
-4.250000	0.095800	0.007310	-0.147800
-4.000000	0.121700	0.007080	-0.147600
-3.750000	0.148400	0.006890	-0.147500
-3.500000	0.176200	0.006760	-0.147600
-3.250000	0.203200	0.006640	-0.147600
-3.000000	0.229900	0.006530	-0.147400
-2.750000	0.257100	0.006460	-0.147200
-2.500000	0.285000	0.006430	-0.147200
-2.250000	0.313800	0.006440	-0.147400
-2.000000	0.341600	0.006440	-0.147400
-1.750000	0.368500	0.006420	-0.147200
-1.500000	0.395900	0.006420	-0.147000
-1.250000	0.424000	0.006450	-0.147000
-1.000000	0.453200	0.006510	-0.147300
-0.750000	0.480700	0.006520	-0.147200
-0.500000	0.507900	0.006550	-0.147000
-0.250000	0.535000	0.006550	-0.146800
0.000000	0.562500	0.006590	-0.146700
0.250000	0.590400	0.006670	-0.146600
0.500000	0.615600	0.006640	-0.146000
0.750000	0.642200	0.006650	-0.145700
1.000000	0.669400	0.006720	-0.145500
1.250000	0.693300	0.006720	-0.144500
1.500000	0.716700	0.006760	-0.143500
1.750000	0.740600	0.006750	-0.142600
2.000000	0.764800	0.006800	-0.141700
2.250000	0.790600	0.006850	-0.141300
2.500000	0.816200	0.006890	-0.140700
2.750000	0.840100	0.006950	-0.139900
3.000000	0.863800	0.006970	-0.139000
3.250000	0.885800	0.007050	-0.137700
3.500000	0.908500	0.007100	-0.136500
3.750000	0.926900	0.007190	-0.134400
4.000000	0.946500	0.007270	-0.132600
4.250000	0.965800	0.007360	-0.130800
4.500000	0.983600	0.007510	-0.128700
4.750000	0.998900	0.007720	-0.126100
5.000000	1.010900	0.008030	-0.122800
5.250000	1.018200	0.008470	-0.118600
5.500000	1.020800	0.009060	-0.113700
5.750000	1.024700	0.009690	-0.109200
6.000000	1.028100	0.010400	-0.104700
6.250000	1.034700	0.011050	-0.100900
6.500000	1.043200	0.011640	-0.097500
6.750000	1.052100	0.012260	-0.094300
7.000000	1.063100	0.012840	-0.091500
7.250000	1.073400	0.013440	-0.088600
7.500000	1.085800	0.013980	-0.086200
7.750000	1.098600	0.014530	-0.083800
8.000000	1.111800	0.015070	-0.081600
8.250000	1.124300	0.015650	-0.079300
8.500000	1.138800	0.016140	-0.077400
8.750000	1.152600	0.016650	-0.075300
9.000000	1.164800	0.017180	-0.073100
9.250000	1.177600	0.017390	-0.070700
9.500000	1.216500	0.018080	-0.074300
9.750000	1.232000	0.018710	-0.072800
10.000000	1.247800	0.019350	-0.071400
