name: Wortmann FX 84-W-218
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 7.000000
CL_eps: 1.163200
CD_eps: 7.740000e-03
AoA_lift: 20.500000
CL_lift: 1.633300
CD_lift: 8.897000e-02
 alpha	CL	CD	Cm
-5.000000	-0.223300	0.007670	-0.065500
-4.500000	-0.164200	0.007440	-0.066300
-4.000000	-0.105600	0.007210	-0.066900
-3.500000	-0.047700	0.007010	-0.067500
-3.000000	0.010400	0.006850	-0.068200
-2.500000	0.069700	0.006630	-0.069000
-2.000000	0.128900	0.006440	-0.069800
-1.500000	0.186800	0.006240	-0.070500
-1.000000	0.245000	0.006130	-0.071200
-0.500000	0.304400	0.005920	-0.072100
0.000000	0.363900	0.005780	-0.073000
0.500000	0.422500	0.005770	-0.073700
1.000000	0.481400	0.005770	-0.074500
1.500000	0.541700	0.005730	-0.075500
2.000000	0.600900	0.005760	-0.076400
2.500000	0.658500	0.005900	-0.077000
3.000000	0.718300	0.005960	-0.078000
3.500000	0.776500	0.006080	-0.078700
4.000000	0.832800	0.006310	-0.079100
4.500000	0.891800	0.006410	-0.080000
5.000000	0.947600	0.006630	-0.080400
5.500000	1.002600	0.006900	-0.080600
6.000000	1.058400	0.007100	-0.081000
6.500000	1.109700	0.007480	-0.080700
7.000000	1.163200	0.007740	-0.080800
7.500000	1.206100	0.008260	-0.079100
8.000000	1.249400	0.008690	-0.077400
8.500000	1.285400	0.009490	-0.075000
9.000000	1.322900	0.010300	-0.073000
9.500000	1.357900	0.011270	-0.070800
10.000000	1.383400	0.012720	-0.067600
10.500000	1.415100	0.013960	-0.065400
11.500000	1.461900	0.017460	-0.059700
12.000000	1.487600	0.019160	-0.057300
12.500000	1.500900	0.021580	-0.053900
13.000000	1.520100	0.023870	-0.051600
13.500000	1.536900	0.026630	-0.049400
14.000000	1.548800	0.029880	-0.047200
14.500000	1.563100	0.033040	-0.045400
15.000000	1.573500	0.036560	-0.043500
15.500000	1.584700	0.040360	-0.042000
16.000000	1.584800	0.045210	-0.040400
16.500000	1.599300	0.048790	-0.039500
17.000000	1.599200	0.053840	-0.038400
17.500000	1.607600	0.058050	-0.037600
18.000000	1.612300	0.063060	-0.037300
18.500000	1.623800	0.067260	-0.037100
19.000000	1.615600	0.073890	-0.037100
19.500000	1.625100	0.078430	-0.037300
20.000000	1.623600	0.084470	-0.037900
20.500000	1.633300	0.088970	-0.038500
21.000000	1.618800	0.096350	-0.039600
21.500000	1.621400	0.101830	-0.040700
22.000000	1.610700	0.109310	-0.042600
22.500000	1.622000	0.113820	-0.044000
23.000000	1.610400	0.121500	-0.046600
23.500000	1.613900	0.126990	-0.048700
24.000000	1.595000	0.135660	-0.052300
24.500000	1.598700	0.141060	-0.054900
25.500000	1.594500	0.153420	-0.061700
26.000000	1.601400	0.157540	-0.064800
26.500000	1.588600	0.164780	-0.069700
27.000000	1.590300	0.170210	-0.073500
27.500000	1.569800	0.179570	-0.079600
28.000000	1.566900	0.186300	-0.084200
28.500000	1.546300	0.196620	-0.090800
29.000000	1.527000	0.207240	-0.097500
29.500000	1.531000	0.213400	-0.101900
30.000000	1.536400	0.219310	-0.106100
30.500000	1.515900	0.231090	-0.113300
31.000000	1.521400	0.237200	-0.117700
31.500000	1.522600	0.244330	-0.122600
32.000000	1.498200	0.257990	-0.130400
32.500000	1.495900	0.266310	-0.135700
33.000000	1.459200	0.284360	-0.144900
33.500000	1.416600	0.305390	-0.154700
34.000000	1.415000	0.314280	-0.159700
34.500000	1.411100	0.323850	-0.164800
35.000000	1.378700	0.342950	-0.172700
35.500000	1.380900	0.350220	-0.176800
36.000000	1.380900	0.358040	-0.181000
36.500000	1.331600	0.382000	-0.188300
37.000000	1.327800	0.389630	-0.191900
37.500000	1.317300	0.397920	-0.195000
