name: NACA 63-212
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 7.500000
CL_eps: 0.987900
CD_eps: 1.081000e-02
AoA_lift: 20.000000
CL_lift: 1.404200
CD_lift: 7.263000e-02
 alpha	CL	CD	Cm
-3.500000	-0.227200	0.007210	-0.035700
-3.000000	-0.169700	0.006920	-0.036100
-2.500000	-0.112200	0.006700	-0.036600
-2.000000	-0.054100	0.006480	-0.037100
-1.500000	0.003900	0.006350	-0.037600
-1.000000	0.061600	0.006320	-0.038100
-0.500000	0.119000	0.006310	-0.038600
0.000000	0.175500	0.006470	-0.039100
0.500000	0.233000	0.006480	-0.039600
1.000000	0.288400	0.006880	-0.040000
2.500000	0.452000	0.006760	-0.042100
3.000000	0.506300	0.007240	-0.042300
3.500000	0.560500	0.007770	-0.042300
4.000000	0.616000	0.008070	-0.042500
4.500000	0.671400	0.008330	-0.042700
5.000000	0.725900	0.008640	-0.042700
5.500000	0.780000	0.009010	-0.042700
6.000000	0.833700	0.009380	-0.042600
6.500000	0.886300	0.009770	-0.042300
7.000000	0.937900	0.010270	-0.041800
7.500000	0.987900	0.010810	-0.041100
8.000000	1.036100	0.011410	-0.040100
8.500000	1.082800	0.012100	-0.038900
9.000000	1.125100	0.012810	-0.036800
9.500000	1.163500	0.013610	-0.034100
10.000000	1.195000	0.014450	-0.030100
10.500000	1.230000	0.015500	-0.027300
11.000000	1.241100	0.016660	-0.020000
11.500000	1.248800	0.017890	-0.012800
12.000000	1.259700	0.019290	-0.006900
12.500000	1.270000	0.020920	-0.001700
13.000000	1.275700	0.022900	0.003400
13.500000	1.276700	0.025500	0.008200
14.000000	1.270000	0.028980	0.012700
14.500000	1.248000	0.034080	0.016800
15.000000	1.191300	0.043360	0.020000
15.500000	1.214300	0.045260	0.020300
16.000000	1.240800	0.047050	0.020300
16.500000	1.271700	0.048550	0.020200
17.000000	1.289500	0.051590	0.019700
17.500000	1.319000	0.053520	0.019300
18.000000	1.365100	0.053630	0.019100
18.500000	1.373700	0.058220	0.017800
19.000000	1.391100	0.061850	0.016800
19.500000	1.390600	0.068160	0.014300
20.000000	1.404200	0.072630	0.012500
20.500000	1.393200	0.081120	0.008300
21.000000	1.372300	0.091690	0.002400
22.500000	0.897600	0.230270	-0.076500
23.000000	0.950400	0.222370	-0.075000
