name: NACA 63(4)-421
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 3.500000
CL_eps: 0.771300
CD_eps: 6.340000e-03
AoA_lift: 23.000000
CL_lift: 1.261800
CD_lift: 1.248300e-01
 alpha	CL	CD	Cm
-5.000000	-0.251200	0.006810	-0.064100
-4.500000	-0.192300	0.006240	-0.065500
-4.000000	-0.132000	0.005870	-0.066900
-3.500000	-0.070700	0.005590	-0.068300
-3.000000	-0.009000	0.005540	-0.069600
-2.500000	0.052500	0.005450	-0.070800
-2.000000	0.113700	0.005370	-0.072100
-1.500000	0.174300	0.005440	-0.073200
-1.000000	0.234900	0.005510	-0.074300
-0.500000	0.295900	0.005480	-0.075500
0.000000	0.357400	0.005430	-0.076800
0.500000	0.418600	0.005440	-0.078000
1.000000	0.479500	0.005490	-0.079100
1.500000	0.537300	0.005760	-0.079800
2.000000	0.596500	0.005890	-0.080700
2.500000	0.653600	0.006130	-0.081300
3.000000	0.712000	0.006260	-0.082100
3.500000	0.771300	0.006340	-0.083100
4.000000	0.823300	0.006850	-0.082800
4.500000	0.870900	0.007530	-0.081800
5.000000	0.915800	0.008200	-0.080400
5.500000	0.955200	0.008930	-0.078000
6.000000	0.985900	0.009690	-0.074000
7.000000	0.995000	0.011130	-0.056400
7.500000	1.000800	0.012190	-0.048900
8.000000	0.993800	0.013850	-0.040400
8.500000	0.992000	0.015600	-0.033400
9.000000	1.003500	0.017100	-0.028600
9.500000	1.010400	0.019030	-0.023700
10.000000	1.029600	0.020590	-0.020400
10.500000	1.042800	0.022570	-0.016900
11.500000	1.039100	0.028560	-0.008500
12.000000	1.058100	0.030600	-0.006300
12.500000	1.077100	0.032750	-0.004500
13.000000	1.080300	0.036280	-0.002200
13.500000	1.101700	0.038500	-0.000800
14.000000	1.123100	0.040800	0.000300
14.500000	1.121700	0.045160	0.001800
15.000000	1.143000	0.047600	0.002600
16.000000	1.148700	0.055410	0.004900
16.500000	1.168800	0.058330	0.005000
17.000000	1.190300	0.061170	0.005000
17.500000	1.208200	0.064430	0.004800
18.000000	1.193300	0.071840	0.003600
18.500000	1.212100	0.075200	0.003000
19.000000	1.230800	0.078600	0.002200
19.500000	1.246100	0.082510	0.001200
20.000000	1.226600	0.091290	-0.001700
20.500000	1.243300	0.095180	-0.003100
21.000000	1.259500	0.099250	-0.004700
21.500000	1.231900	0.109970	-0.009200
22.000000	1.243600	0.114650	-0.011300
22.500000	1.257300	0.119050	-0.013400
23.000000	1.261800	0.124830	-0.016300
23.500000	1.231400	0.136180	-0.022300
24.000000	1.242400	0.140810	-0.024900
24.500000	1.243300	0.147010	-0.028500
25.000000	1.205200	0.159750	-0.035600
25.500000	1.214800	0.164250	-0.038500
26.000000	1.220800	0.169230	-0.041600
26.500000	1.163200	0.185220	-0.051000
27.000000	1.171800	0.189460	-0.053900
27.500000	1.180200	0.193600	-0.056900
28.000000	1.183200	0.198490	-0.060400
28.500000	1.105600	0.215830	-0.071200
29.000000	1.114500	0.219060	-0.074000
29.500000	1.123600	0.222260	-0.076800
30.000000	1.131600	0.225590	-0.079800
30.500000	1.137500	0.229280	-0.082900
31.500000	1.109100	0.244720	-0.092700
