name: NACA 1412
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 8.500000
CL_eps: 1.049100
CD_eps: 1.049000e-02
AoA_lift: 16.000000
CL_lift: 1.573700
CD_lift: 2.843000e-02
 alpha	CL	CD	Cm
-2.500000	-0.155000	0.007950	-0.024500
-1.500000	-0.051300	0.008790	-0.023700
-1.000000	0.003600	0.008850	-0.023900
-0.500000	0.058900	0.008880	-0.024200
0.000000	0.114200	0.008910	-0.024400
0.500000	0.169600	0.008950	-0.024700
1.000000	0.224900	0.008980	-0.024900
1.500000	0.280100	0.009030	-0.025200
2.000000	0.335000	0.009030	-0.025400
2.500000	0.390000	0.009100	-0.025600
3.000000	0.442800	0.008750	-0.025500
3.500000	0.496400	0.008690	-0.025500
8.500000	1.049100	0.010490	-0.030400
9.000000	1.090200	0.011080	-0.027900
9.500000	1.135500	0.011630	-0.026400
10.000000	1.183000	0.012210	-0.025400
10.500000	1.230600	0.012840	-0.024500
11.000000	1.279300	0.013340	-0.024000
11.500000	1.325500	0.014060	-0.023000
12.000000	1.370200	0.014870	-0.021800
12.500000	1.412900	0.015770	-0.020400
13.000000	1.452900	0.016770	-0.018600
13.500000	1.489400	0.017910	-0.016300
14.000000	1.516700	0.019200	-0.012600
14.500000	1.540100	0.020750	-0.008700
15.000000	1.552600	0.022710	-0.003900
15.500000	1.561900	0.025430	0.000000
16.000000	1.573700	0.028430	0.002900
16.500000	1.551500	0.034420	0.006200
17.000000	1.526200	0.042330	0.006600
17.500000	1.491700	0.052620	0.004500
18.000000	1.444700	0.065750	-0.000400
18.500000	1.388800	0.080730	-0.006900
19.000000	1.345500	0.094050	-0.011900
20.000000	1.257200	0.125830	-0.028400
20.500000	1.119800	0.161170	-0.049200
