name: WORTMANN FX 77-W-343
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 3.500000
CL_eps: 0.977400
CD_eps: 1.797000e-02
AoA_lift: 37.000000
CL_lift: 1.563400
CD_lift: 4.043600e-01
 alpha	CL	CD	Cm
-5.000000	-0.150500	0.014620	-0.031000
-4.500000	-0.081100	0.014290	-0.034600
-4.000000	-0.011600	0.014000	-0.038100
-3.500000	0.058000	0.013750	-0.041700
-3.000000	0.127600	0.013540	-0.045200
-2.500000	0.196000	0.013590	-0.048700
-2.000000	0.265000	0.013550	-0.052200
-1.500000	0.332900	0.013720	-0.055600
-1.000000	0.402100	0.013620	-0.059100
-0.500000	0.471600	0.013510	-0.062700
0.000000	0.540500	0.013480	-0.066200
0.500000	0.606500	0.013900	-0.069400
1.000000	0.672800	0.014250	-0.072600
1.500000	0.732500	0.015480	-0.075200
2.000000	0.795800	0.016030	-0.078100
2.500000	0.855200	0.016940	-0.080500
3.000000	0.915700	0.017570	-0.083100
3.500000	0.977400	0.017970	-0.085700
4.000000	1.027500	0.019190	-0.086800
4.500000	1.077200	0.020140	-0.087800
5.000000	1.125400	0.020970	-0.088500
5.500000	1.162600	0.022160	-0.087700
6.000000	1.105200	0.030930	-0.081200
6.500000	1.049300	0.042570	-0.079200
7.000000	0.979700	0.055420	-0.076200
8.000000	0.883100	0.077660	-0.073200
8.500000	0.838500	0.089480	-0.072600
9.000000	0.853400	0.094360	-0.073500
9.500000	0.876200	0.098370	-0.074700
10.000000	0.889900	0.103560	-0.076000
10.500000	0.838700	0.116620	-0.076000
11.500000	0.890600	0.123980	-0.079400
12.000000	0.922200	0.127100	-0.081500
12.500000	0.947100	0.131100	-0.083700
13.000000	0.977000	0.134430	-0.085900
13.500000	1.004600	0.138180	-0.088400
14.000000	0.992000	0.147290	-0.090500
14.500000	1.015200	0.151210	-0.092600
15.000000	1.041700	0.155610	-0.096200
15.500000	1.064100	0.159530	-0.098300
16.500000	1.057400	0.174800	-0.104100
17.000000	1.085900	0.177240	-0.106400
17.500000	1.114500	0.179600	-0.108600
18.000000	1.142500	0.182070	-0.110900
18.500000	1.170100	0.184630	-0.113300
20.000000	1.244400	0.193580	-0.120600
21.000000	1.258000	0.206040	-0.127200
21.500000	1.280600	0.209610	-0.130100
22.000000	1.301900	0.213390	-0.133100
23.000000	1.295200	0.230560	-0.141200
23.500000	1.318300	0.234030	-0.144200
24.000000	1.341500	0.237440	-0.147200
24.500000	1.364600	0.240820	-0.150200
25.000000	1.387200	0.244230	-0.153300
25.500000	1.409100	0.247750	-0.156400
26.000000	1.429800	0.251470	-0.159600
26.500000	1.447700	0.255730	-0.162900
27.000000	1.437500	0.266340	-0.167700
27.500000	1.453400	0.271080	-0.171200
28.000000	1.468900	0.275830	-0.174800
28.500000	1.480400	0.281520	-0.178500
29.000000	1.454200	0.296880	-0.184500
29.500000	1.471100	0.301240	-0.188000
30.000000	1.488000	0.305510	-0.191500
30.500000	1.504400	0.309820	-0.195000
31.000000	1.520200	0.314230	-0.198500
31.500000	1.534900	0.318830	-0.202100
32.000000	1.542300	0.325390	-0.206100
32.500000	1.523800	0.339480	-0.211700
33.000000	1.525600	0.347780	-0.216100
33.500000	1.488900	0.368490	-0.222700
34.000000	1.501200	0.373490	-0.226300
34.500000	1.516700	0.377250	-0.229700
35.000000	1.527900	0.382360	-0.233400
35.500000	1.538600	0.387480	-0.237000
36.000000	1.548500	0.392680	-0.240600
36.500000	1.557300	0.398150	-0.244300
37.000000	1.563400	0.404360	-0.248100
37.500000	1.541200	0.420110	-0.253000
38.000000	1.540200	0.428430	-0.256900
38.500000	1.487300	0.454650	-0.261800
39.000000	1.489300	0.461170	-0.264900
39.500000	1.490700	0.467460	-0.268000
40.000000	1.490900	0.473680	-0.270800
