name: NACA 64-208
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 5.000000
CL_eps: 0.709700
CD_eps: 8.740000e-03
AoA_lift: 21.000000
CL_lift: 0.864800
CD_lift: 3.100300e-01
 alpha	CL	CD	Cm
-5.000000	-0.387600	0.008090	-0.034800
-4.500000	-0.327500	0.007210	-0.036000
-4.000000	-0.270300	0.006610	-0.036900
-3.500000	-0.216000	0.006450	-0.037100
-3.000000	-0.162600	0.006460	-0.037000
-2.500000	-0.107300	0.006370	-0.037400
-2.000000	-0.052200	0.006360	-0.037700
-1.500000	0.002000	0.006670	-0.038100
-1.000000	0.052900	0.008050	-0.038300
-0.500000	0.108400	0.008070	-0.038700
0.000000	0.163900	0.008100	-0.039100
0.500000	0.219300	0.008150	-0.039500
1.000000	0.274700	0.008200	-0.039900
1.500000	0.329900	0.008280	-0.040300
2.000000	0.385000	0.008400	-0.040600
2.500000	0.440400	0.007260	-0.041900
3.000000	0.495100	0.007340	-0.042200
3.500000	0.549100	0.007650	-0.042200
4.000000	0.602900	0.007870	-0.042400
4.500000	0.654200	0.008070	-0.041900
5.000000	0.709700	0.008740	-0.042600
5.500000	0.760300	0.010750	-0.041200
11.500000	0.684300	0.114320	-0.108400
12.000000	0.694200	0.125980	-0.111200
12.500000	0.704400	0.137830	-0.114000
13.000000	0.714900	0.149120	-0.116500
13.500000	0.725900	0.160220	-0.118700
14.000000	0.737500	0.171440	-0.121000
14.500000	0.749600	0.182750	-0.123300
15.000000	0.761500	0.193890	-0.125500
15.500000	0.771300	0.204160	-0.127300
16.000000	0.780300	0.214070	-0.128700
16.500000	0.790800	0.224590	-0.130600
17.000000	0.801400	0.235240	-0.132400
17.500000	0.811800	0.245690	-0.134300
18.000000	0.817100	0.253830	-0.134900
18.500000	0.823100	0.262280	-0.135700
19.000000	0.829500	0.270930	-0.136600
19.500000	0.836500	0.279880	-0.137700
20.000000	0.843100	0.288620	-0.138700
20.500000	0.850600	0.297830	-0.139900
21.000000	0.864800	0.310030	-0.143100
