name: Wortmann FX 84-W-097
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 3.500000
CL_eps: 0.656500
CD_eps: 4.460000e-03
AoA_lift: 16.000000
CL_lift: 1.694800
CD_lift: 3.378000e-02
 alpha	CL	CD	Cm
-5.000000	-0.307000	0.007840	-0.046700
-4.500000	-0.251100	0.007160	-0.046600
-4.000000	-0.194300	0.006740	-0.046800
-3.500000	-0.137300	0.006570	-0.047000
-3.000000	-0.080200	0.006330	-0.047200
-2.500000	-0.023100	0.006140	-0.047500
-2.000000	0.034100	0.005930	-0.047700
-1.500000	0.091200	0.005710	-0.048000
-1.000000	0.148200	0.005540	-0.048400
-0.500000	0.205300	0.005300	-0.048700
0.000000	0.261500	0.004910	-0.049100
0.500000	0.317400	0.004380	-0.049500
1.000000	0.373000	0.004060	-0.049600
1.500000	0.428800	0.003920	-0.049600
2.000000	0.484600	0.003960	-0.049500
2.500000	0.539000	0.004010	-0.049100
3.000000	0.591400	0.004090	-0.048300
3.500000	0.656500	0.004460	-0.050600
4.000000	0.710900	0.004950	-0.050700
4.500000	0.765000	0.005520	-0.050700
5.000000	0.817000	0.006440	-0.050700
5.500000	0.868500	0.007430	-0.050500
6.000000	0.920800	0.008210	-0.050400
6.500000	0.973800	0.008840	-0.050400
7.000000	1.026900	0.009390	-0.050400
8.000000	1.130300	0.010780	-0.049900
8.500000	1.178900	0.011870	-0.049100
9.000000	1.224900	0.013150	-0.048000
9.500000	1.266200	0.014800	-0.046400
10.000000	1.299900	0.017080	-0.044000
11.500000	1.437300	0.018890	-0.041700
12.000000	1.480000	0.019480	-0.040600
12.500000	1.516500	0.020200	-0.038700
13.000000	1.550300	0.021120	-0.036700
13.500000	1.578600	0.022550	-0.034600
14.000000	1.608000	0.024020	-0.032900
14.500000	1.635300	0.025800	-0.031400
15.000000	1.658800	0.027960	-0.029900
15.500000	1.679200	0.030570	-0.028700
16.000000	1.694800	0.033780	-0.027600
