name: fx84w175
Re: 1.000000e+06
Ncrit: 9
AoA_eps: 6.750000
CL_eps: 1.185000
CD_eps: 8.770000e-03
AoA_lift: 19.250000
CL_lift: 1.481100
CD_lift: 9.610000e-02
 alpha	CL	CD	Cm
-18.500000	-0.702500	0.102000	-0.077300
-18.250000	-0.735500	0.092700	-0.082700
-18.000000	-0.765900	0.084150	-0.087900
-17.750000	-0.795300	0.076070	-0.092800
-17.500000	-0.817700	0.069170	-0.097000
-17.250000	-0.826300	0.061950	-0.104300
-17.000000	-0.826600	0.055020	-0.112900
-16.750000	-0.818800	0.049680	-0.120300
-16.500000	-0.820500	0.045370	-0.124300
-16.250000	-0.831300	0.041510	-0.126000
-16.000000	-0.846500	0.037640	-0.127100
-15.750000	-0.855800	0.034620	-0.127600
-15.500000	-0.860300	0.032200	-0.127600
-15.250000	-0.861600	0.030180	-0.127400
-15.000000	-0.859300	0.028540	-0.126800
-14.750000	-0.855200	0.027160	-0.126100
-14.500000	-0.850600	0.025790	-0.125200
-14.250000	-0.842700	0.024760	-0.124200
-14.000000	-0.833000	0.023870	-0.123200
-13.750000	-0.824800	0.022900	-0.122000
-13.500000	-0.813700	0.022150	-0.120700
-13.250000	-0.803900	0.021380	-0.119200
-13.000000	-0.791900	0.020700	-0.117900
-12.750000	-0.780200	0.020060	-0.116300
-12.500000	-0.780300	0.019000	-0.113100
-12.250000	-0.771900	0.018390	-0.110600
-12.000000	-0.756800	0.017890	-0.109100
-11.750000	-0.738600	0.017440	-0.108000
-11.500000	-0.719300	0.017050	-0.107000
-11.250000	-0.698700	0.016620	-0.106200
-11.000000	-0.677000	0.016230	-0.105600
-10.750000	-0.654100	0.015910	-0.105000
-10.500000	-0.636000	0.015270	-0.103900
-10.250000	-0.613800	0.014850	-0.103300
-10.000000	-0.589900	0.014510	-0.102900
-9.750000	-0.565600	0.014190	-0.102600
-9.500000	-0.541000	0.013910	-0.102200
-9.250000	-0.516700	0.013610	-0.101900
-9.000000	-0.493600	0.013120	-0.101400
-8.750000	-0.468100	0.012830	-0.101200
-8.500000	-0.442300	0.012580	-0.101000
-8.250000	-0.415900	0.012410	-0.100900
-8.000000	-0.391400	0.012010	-0.100500
-7.750000	-0.365000	0.011740	-0.100500
-7.500000	-0.338100	0.011530	-0.100400
-7.250000	-0.311900	0.011280	-0.100300
-7.000000	-0.285700	0.011060	-0.100200
-6.750000	-0.258100	0.010870	-0.100200
-6.500000	-0.231300	0.010610	-0.100200
-6.250000	-0.204100	0.010420	-0.100200
-6.000000	-0.176900	0.010260	-0.100200
-5.750000	-0.149600	0.010060	-0.100300
-5.500000	-0.121800	0.009890	-0.100400
-5.250000	-0.094200	0.009700	-0.100400
-5.000000	-0.066600	0.009550	-0.100500
-4.750000	-0.039000	0.009450	-0.100600
-4.500000	-0.011000	0.009250	-0.100700
-4.250000	0.017100	0.009110	-0.100900
-4.000000	0.045100	0.008980	-0.101000
-3.750000	0.072700	0.008850	-0.101100
-3.500000	0.100800	0.008710	-0.101300
-3.250000	0.129000	0.008550	-0.101500
-2.750000	0.184700	0.008270	-0.101800
-2.250000	0.240500	0.007940	-0.102200
-2.000000	0.268200	0.007720	-0.102400
