name: Wortmann FX 84-W-175
Re: 3.000000e+06
Ncrit: 9
AoA_eps: 6.000000
CL_eps: 1.199100
CD_eps: 6.500000e-03
AoA_lift: 21.500000
CL_lift: 1.680400
CD_lift: 1.111200e-01
 alpha	CL	CD	Cm
-5.000000	-0.072600	0.007360	-0.099400
-4.500000	-0.014700	0.007170	-0.100000
-4.000000	0.044500	0.006980	-0.100800
-3.500000	0.103200	0.006780	-0.101600
-3.000000	0.161400	0.006640	-0.102300
-2.500000	0.219600	0.006520	-0.103100
-2.000000	0.278700	0.006280	-0.104000
-1.500000	0.337400	0.006070	-0.104800
-1.000000	0.395200	0.005870	-0.105600
-0.500000	0.452700	0.005650	-0.106400
0.000000	0.511300	0.005280	-0.107400
0.500000	0.569900	0.005120	-0.108300
1.000000	0.627900	0.005100	-0.109100
1.500000	0.686400	0.005140	-0.109900
2.000000	0.745700	0.005150	-0.110900
2.500000	0.804100	0.005220	-0.111700
3.000000	0.861100	0.005390	-0.112300
3.500000	0.919400	0.005470	-0.113100
4.000000	0.976400	0.005650	-0.113700
4.500000	1.032100	0.005880	-0.114100
5.000000	1.089700	0.006000	-0.114900
5.500000	1.144100	0.006270	-0.115100
6.000000	1.199100	0.006500	-0.115400
6.500000	1.249300	0.006960	-0.115000
7.000000	1.297300	0.007480	-0.114200
7.500000	1.346500	0.007880	-0.113600
8.000000	1.387800	0.008560	-0.111800
8.500000	1.412900	0.009560	-0.107100
9.000000	1.435700	0.010730	-0.102400
9.500000	1.451800	0.012260	-0.097100
10.000000	1.470700	0.014160	-0.093100
10.500000	1.488000	0.016260	-0.089200
11.000000	1.494900	0.019160	-0.084500
11.500000	1.506200	0.021900	-0.080700
12.000000	1.520500	0.024690	-0.077600
12.500000	1.540100	0.027240	-0.075300
13.000000	1.557900	0.030060	-0.073100
13.500000	1.569300	0.033470	-0.070600
14.000000	1.591000	0.036180	-0.069100
14.500000	1.601900	0.040040	-0.067300
15.000000	1.616400	0.043600	-0.065700
15.500000	1.630400	0.047380	-0.064600
16.000000	1.637800	0.051790	-0.063200
16.500000	1.645900	0.056140	-0.062100
17.000000	1.653400	0.060910	-0.061300
17.500000	1.667200	0.065000	-0.060900
18.000000	1.669700	0.070540	-0.060500
18.500000	1.674500	0.075780	-0.060300
19.000000	1.666600	0.082760	-0.060500
20.500000	1.676900	0.099150	-0.062100
21.000000	1.672800	0.106020	-0.063600
21.500000	1.680400	0.111120	-0.064800
22.000000	1.675000	0.118240	-0.066800
22.500000	1.680300	0.123620	-0.068600
23.000000	1.673200	0.130950	-0.071300
23.500000	1.674800	0.136810	-0.073700
24.000000	1.661400	0.145040	-0.077500
24.500000	1.643000	0.153730	-0.081900
25.000000	1.623300	0.162140	-0.087200
25.500000	1.603500	0.171480	-0.093100
26.000000	1.585400	0.181210	-0.099200
26.500000	1.573500	0.190250	-0.104900
27.000000	1.551200	0.202020	-0.112100
27.500000	1.527500	0.214810	-0.119800
30.000000	1.439800	0.280730	-0.156600
30.500000	1.410500	0.299740	-0.165500
