3.539784	0.664388	25.000000
3.299351	0.646915	25.000000
3.058150	0.633794	25.000000
2.816231	0.623713	25.000000
2.573923	0.614928	25.000000
2.331409	0.606201	25.000000
2.088853	0.596392	25.000000
1.846537	0.584527	25.000000
1.604626	0.569464	25.000000
1.363252	0.550496	25.000000
1.122587	0.526970	25.000000
0.882864	0.497904	25.000000
0.644233	0.462496	25.000000
0.406911	0.419858	25.000000
0.171077	0.369291	25.000000
-0.063239	0.310898	25.000000
-0.295919	0.244311	25.000000
-0.526657	0.168414	25.000000
-0.754953	0.080809	25.000000
-0.867758	0.030760	25.000000
-0.979092	-0.025559	25.000000
-1.087926	-0.092599	25.000000
-1.140256	-0.134766	25.000000
-1.160081	-0.156174	25.000000
-1.169389	-0.169061	25.000000
-1.179928	-0.221463	25.000000
-1.146280	-0.260684	25.000000
-1.130219	-0.266856	25.000000
-1.103503	-0.275913	25.000000
-1.039240	-0.288477	25.000000
-0.914391	-0.298952	25.000000
-0.791653	-0.300785	25.000000
-0.670120	-0.297762	25.000000
-0.429209	-0.282057	25.000000
-0.190154	-0.257758	25.000000
0.047382	-0.226415	25.000000
0.283673	-0.188955	25.000000
0.518783	-0.145462	25.000000
0.752705	-0.095645	25.000000
0.985621	-0.040202	25.000000
1.217727	0.020073	25.000000
1.442756	0.083172	25.000000
1.680197	0.151728	25.000000
1.910984	0.221380	25.000000
2.141666	0.292625	25.000000
2.372446	0.364132	25.000000
2.603657	0.434646	25.000000
2.835499	0.502835	25.000000
3.068316	0.566614	25.000000
3.302647	0.623104	25.000000
3.539784	0.664388	25.000000
