1.534125	0.207142	35.000000
1.531906	0.207072	35.000000
1.525232	0.206983	35.000000
1.514136	0.206943	35.000000
1.498634	0.207141	35.000000
1.478794	0.207690	35.000000
1.454649	0.208658	35.000000
1.426330	0.210145	35.000000
1.393915	0.212204	35.000000
1.357566	0.214857	35.000000
1.317453	0.218084	35.000000
1.273702	0.221883	35.000000
1.226532	0.226157	35.000000
1.176161	0.230853	35.000000
1.122818	0.235814	35.000000
1.066754	0.240865	35.000000
1.008192	0.245913	35.000000
0.947435	0.250706	35.000000
0.884778	0.255076	35.000000
0.820490	0.258872	35.000000
0.754877	0.261843	35.000000
0.688249	0.263843	35.000000
0.620877	0.264723	35.000000
0.553124	0.264260	35.000000
0.485264	0.262429	35.000000
0.417600	0.259145	35.000000
0.350452	0.254203	35.000000
0.284077	0.247698	35.000000
0.218816	0.239574	35.000000
0.154920	0.229822	35.000000
0.092657	0.218624	35.000000
0.032312	0.205873	35.000000
-0.025901	0.191827	35.000000
-0.081726	0.176604	35.000000
-0.134909	0.160321	35.000000
-0.185281	0.143272	35.000000
-0.232628	0.125570	35.000000
-0.276756	0.107323	35.000000
-0.317486	0.088744	35.000000
-0.354638	0.070043	35.000000
-0.388129	0.051525	35.000000
-0.417810	0.033333	35.000000
-0.443549	0.015716	35.000000
-0.465286	-0.001153	35.000000
-0.482900	-0.017090	35.000000
-0.496366	-0.031967	35.000000
-0.505614	-0.045692	35.000000
-0.510620	-0.058136	35.000000
-0.511375	-0.069047	35.000000
-0.507880	-0.078427	35.000000
-0.500137	-0.086254	35.000000
-0.488174	-0.092637	35.000000
-0.472037	-0.097540	35.000000
-0.451816	-0.100912	35.000000
-0.427546	-0.102800	35.000000
-0.399360	-0.103306	35.000000
-0.367334	-0.102481	35.000000
-0.331624	-0.100408	35.000000
-0.292381	-0.097192	35.000000
-0.249717	-0.092931	35.000000
-0.203832	-0.087694	35.000000
-0.154922	-0.081569	35.000000
-0.103181	-0.074666	35.000000
-0.048827	-0.067056	35.000000
0.007946	-0.058849	35.000000
0.066871	-0.050080	35.000000
0.127686	-0.040807	35.000000
0.190146	-0.031061	35.000000
0.253991	-0.020941	35.000000
0.318929	-0.010423	35.000000
0.384713	0.000459	35.000000
0.451016	0.011660	35.000000
0.517573	0.023146	35.000000
0.584099	0.034857	35.000000
0.650300	0.046816	35.000000
0.715918	0.058925	35.000000
0.780629	0.071120	35.000000
0.844190	0.083347	35.000000
0.906326	0.095486	35.000000
0.966777	0.107460	35.000000
1.025307	0.119154	35.000000
1.081663	0.130449	35.000000
1.135589	0.141230	35.000000
1.186889	0.151405	35.000000
1.235351	0.160844	35.000000
1.280778	0.169477	35.000000
1.322971	0.177215	35.000000
1.361731	0.184011	35.000000
1.396934	0.189847	35.000000
1.428413	0.194722	35.000000
1.455997	0.198676	35.000000
1.479595	0.201758	35.000000
1.499057	0.204011	35.000000
1.514321	0.205572	35.000000
1.525293	0.206533	35.000000
1.531914	0.207010	35.000000
1.534125	0.207142	35.000000
