5.829360	1.827638	13.881470
5.444842	1.762752	14.022593
5.051495	1.714942	14.157422
4.650574	1.678451	14.284828
4.243332	1.649157	14.403796
3.831121	1.623653	14.513404
3.415098	1.598193	14.612913
2.996866	1.569075	14.701621
2.577515	1.533560	14.779092
2.158329	1.488878	14.844988
1.740544	1.432155	14.899130
1.325534	1.360647	14.941470
0.914532	1.271479	14.972130
0.509011	1.161507	14.991364
0.110574	1.027108	14.999592
-0.280771	0.869504	14.997372
-0.664181	0.687649	14.985298
-1.038066	0.477946	14.964095
-1.400120	0.234584	14.934703
-1.574650	0.094474	14.917425
-1.742508	-0.064072	14.898903
-1.899166	-0.253448	14.879933
-1.968222	-0.373230	14.871055
-1.990664	-0.434857	14.868102
-2.000065	-0.470390	14.866855
-1.989806	-0.609213	14.868216
-1.902807	-0.715684	14.879473
-1.873588	-0.735840	14.883141
-1.818624	-0.767191	14.889889
-1.693411	-0.813439	14.904514
-1.459738	-0.860217	14.929028
-1.235671	-0.879678	14.949133
-1.017082	-0.883098	14.965531
-0.590302	-0.857868	14.988386
-0.172668	-0.804249	14.999006
0.237158	-0.726612	14.998125
0.640134	-0.628238	14.986343
1.036417	-0.509692	14.964209
1.425376	-0.369433	14.932328
1.808062	-0.211084	14.891162
2.185341	-0.037630	14.841091
2.557878	0.148055	14.782437
2.926469	0.343227	14.715430
3.291822	0.544850	14.640244
3.654636	0.750157	14.556986
4.015512	0.956089	14.465724
4.375607	1.158464	14.366315
4.735588	1.353218	14.258662
5.096636	1.535505	14.142441
5.459963	1.699290	14.017217
5.829360	1.827638	13.881470
