2.606294	0.351854	49.932088
2.424808	0.387960	49.941215
2.243889	0.419545	49.949658
1.883712	0.469500	49.964520
1.525415	0.504500	49.976733
1.169065	0.524197	49.986333
0.814865	0.527201	49.993360
0.463202	0.510730	49.997854
0.115152	0.466784	49.999867
-0.057081	0.431247	49.999967
-0.227840	0.384582	49.999481
-0.396847	0.324701	49.998425
-0.563594	0.247778	49.996824
-0.645700	0.199753	49.995831
-0.726607	0.142686	49.994721
-0.805487	0.070316	49.993512
-0.843246	0.021437	49.992890
-0.869406	-0.115082	49.992442
-0.816228	-0.182710	49.993338
-0.768711	-0.207560	49.994091
-0.676850	-0.233264	49.995419
-0.587104	-0.242971	49.996553
-0.498369	-0.245026	49.997516
-0.322506	-0.236964	49.998960
-0.148296	-0.216382	49.999780
0.025272	-0.190931	49.999994
0.198103	-0.159916	49.999608
0.543295	-0.094407	49.997048
0.887909	-0.024725	49.992116
1.232020	0.048434	49.984822
1.576027	0.121942	49.975163
1.920005	0.195101	49.963140
2.264077	0.266870	49.948748
2.436027	0.303102	49.940669
2.608041	0.338639	49.931997
2.606294	0.351854	49.932088
