3.612176	0.488597	34.813768
3.369234	0.481275	34.837957
3.125932	0.475056	34.860501
2.882286	0.469891	34.881387
2.638313	0.464653	34.900609
2.394177	0.458574	34.918145
2.150056	0.450794	34.933982
1.905971	0.440872	34.948117
1.661980	0.428469	34.960548
1.418235	0.412917	34.971270
1.174800	0.393830	34.980285
0.931846	0.370394	34.987596
0.689441	0.341831	34.993210
0.447957	0.306568	34.997133
0.207096	0.266528	34.999387
-0.033090	0.221422	34.999984
-0.272475	0.171118	34.998939
-0.510937	0.114797	34.996271
-0.748181	0.050727	34.992004
-0.866064	0.014761	34.989285
-0.983342	-0.025250	34.986187
-1.099308	-0.072357	34.982737
-1.156294	-0.101623	34.980902
-1.178405	-0.116794	34.980164
-1.189106	-0.125903	34.979802
-1.205968	-0.162866	34.979226
-1.175260	-0.188489	34.980270
-1.162112	-0.192411	34.980709
-1.136482	-0.197497	34.981550
-1.073938	-0.202853	34.983525
-0.950459	-0.204842	34.987095
-0.827984	-0.201859	34.990207
-0.705898	-0.196277	34.992882
-0.462765	-0.180147	34.996941
-0.220374	-0.159453	34.999306
0.021429	-0.135058	34.999993
0.262718	-0.107587	34.999014
0.503559	-0.076884	34.996378
0.743952	-0.043044	34.992094
0.983577	-0.004145	34.986181
1.222772	0.038337	34.978643
1.461580	0.083624	34.969487
1.700149	0.130903	34.958715
1.938534	0.179690	34.946329
2.176863	0.229317	34.932326
2.415196	0.279253	34.916702
2.653571	0.328768	34.899456
2.892167	0.376806	34.880573
3.131243	0.421735	34.860027
3.370946	0.461266	34.837793
3.612176	0.488597	34.813768
