4.2608,3.439,3
4.2203,3.4169,3
4.1497,3.3782,3
4.0674,3.3328,3
3.9754,3.2818,3
3.8767,3.2267,3
3.7741,3.169,3
3.6695,3.1099,3
3.564,3.0496,3
3.4582,2.9889,3
3.3522,2.9277,3
3.2463,2.866,3
3.1405,2.804,3
3.0348,2.7418,3
2.9292,2.6792,3
2.8239,2.6163,3
2.7188,2.5531,3
2.6138,2.4897,3
2.5091,2.4259,3
2.4045,2.3618,3
2.3002,2.2975,3
2.1961,2.2329,3
2.0923,2.168,3
1.9887,2.1028,3
1.8854,2.0373,3
1.7823,1.9716,3
1.6796,1.9055,3
1.5772,1.8392,3
1.4751,1.7726,3
1.3734,1.7056,3
1.2721,1.6384,3
1.1711,1.5708,3
1.0707,1.5029,3
0.9706,1.4347,3
0.87105,1.3661,3
0.77198,1.2972,3
0.67344,1.228,3
0.57544,1.1583,3
0.47807,1.0884,3
0.38138,1.018,3
0.28533,0.9472,3
0.19001,0.87606,3
0.095478,0.80443,3
0.0017863,0.73244,3
-0.091026,0.65994,3
-0.18283,0.58712,3
-0.27356,0.51377,3
-0.36323,0.44005,3
-0.45161,0.36587,3
-0.53868,0.29125,3
-0.62417,0.21629,3
-0.708,0.141,3
-0.78991,0.065553,3
-0.86966,-0.010025,3
-0.9468,-0.08547,3
-1.0209,-0.16042,3
-1.0914,-0.23435,3
-1.1574,-0.30653,3
-1.2183,-0.376,3
-1.2731,-0.44182,3
-1.3214,-0.503,3
-1.3631,-0.55877,3
-1.3984,-0.6092,3
-1.4279,-0.6544,3
-1.4524,-0.69484,3
-1.4728,-0.73106,3
-1.4895,-0.76378,3
-1.5032,-0.7935,3
-1.5144,-0.82064,3
-1.5233,-0.84563,3
-1.5302,-0.86882,3
-1.5354,-0.89038,3
-1.5389,-0.91062,3
-1.5408,-0.92957,3
-1.5411,-0.9474,3
-1.54,-0.96413,3
-1.5374,-0.97979,3
-1.5334,-0.99435,3
-1.5279,-1.0077,3
-1.5212,-1.0197,3
-1.5134,-1.0305,3
-1.5043,-1.0404,3
-1.4938,-1.0496,3
-1.4816,-1.0578,3
-1.468,-1.0649,3
-1.4529,-1.0707,3
-1.4365,-1.0753,3
-1.4186,-1.0786,3
-1.3993,-1.0806,3
-1.3784,-1.0814,3
-1.3557,-1.0807,3
-1.3309,-1.0786,3
-1.304,-1.075,3
-1.2742,-1.0695,3
-1.2413,-1.0621,3
-1.2046,-1.0522,3
-1.1635,-1.0395,3
-1.1171,-1.0234,3
-1.0648,-1.0032,3
-1.0059,-0.97848,3
-0.94006,-0.9486,3
-0.86759,-0.91325,3
-0.78928,-0.87257,3
-0.70614,-0.82696,3
-0.61941,-0.77706,3
-0.53015,-0.72344,3
-0.4392,-0.66668,3
-0.34713,-0.60724,3
-0.25429,-0.54549,3
-0.16107,-0.48176,3
-0.067615,-0.41623,3
0.02601,-0.34917,3
0.11969,-0.28066,3
0.21335,-0.21085,3
0.30699,-0.13984,3
0.40058,-0.067839,3
0.49403,0.0052664,3
0.58736,0.079215,3
0.68064,0.15405,3
0.77378,0.22963,3
0.8668,0.30595,3
0.95964,0.38297,3
1.0524,0.46061,3
1.1451,0.53889,3
1.2377,0.61765,3
1.3301,0.69699,3
1.4224,0.77676,3
1.5146,0.85701,3
1.6067,0.93774,3
1.6987,1.0188,3
1.7907,1.1002,3
1.8824,1.182,3
1.9741,1.2641,3
2.0657,1.3465,3
2.1572,1.4292,3
2.2486,1.5121,3
2.34,1.5953,3
2.4312,1.6788,3
2.5223,1.7624,3
2.6133,1.8463,3
2.7043,1.9303,3
2.795,2.0145,3
2.8857,2.0989,3
2.9763,2.1835,3
3.0668,2.2682,3
3.1571,2.353,3
3.2473,2.438,3
3.3373,2.5231,3
3.4272,2.6084,3
3.5168,2.6937,3
3.6062,2.779,3
3.6952,2.8643,3
3.7837,2.9493,3
3.8711,3.0335,3
3.9565,3.1162,3
4.0383,3.1957,3
4.1143,3.2697,3
4.1818,3.3357,3
4.2394,3.3923,3
4.2724,3.4247,3
