3.6836,0.60255,17
3.6521,0.6031,17
3.5973,0.60395,17
3.5332,0.60478,17
3.4615,0.60552,17
3.3844,0.60615,17
3.3042,0.60653,17
3.2223,0.60669,17
3.1395,0.60654,17
3.0563,0.60624,17
2.9729,0.60564,17
2.8894,0.60478,17
2.8057,0.6037,17
2.7222,0.60242,17
2.6385,0.60088,17
2.5549,0.5991,17
2.4713,0.59706,17
2.3877,0.59482,17
2.3042,0.59229,17
2.2206,0.58956,17
2.1371,0.58658,17
2.0537,0.58336,17
1.9703,0.57989,17
1.8869,0.57618,17
1.8036,0.57218,17
1.7204,0.56794,17
1.6373,0.5634,17
1.5543,0.55859,17
1.4714,0.55349,17
1.3885,0.54804,17
1.3058,0.54238,17
1.2232,0.53632,17
1.1408,0.52994,17
1.0585,0.52322,17
0.97644,0.51614,17
0.89451,0.50867,17
0.81279,0.50084,17
0.73125,0.49258,17
0.64997,0.48392,17
0.56897,0.47479,17
0.4882,0.46519,17
0.40775,0.45515,17
0.32759,0.44454,17
0.24781,0.43345,17
0.16839,0.42175,17
0.089449,0.40953,17
0.010974,0.39663,17
-0.067004,0.38315,17
-0.14436,0.36896,17
-0.22111,0.35407,17
-0.29702,0.33846,17
-0.37206,0.32208,17
-0.44602,0.30496,17
-0.51875,0.28704,17
-0.58988,0.26832,17
-0.65902,0.24886,17
-0.7257,0.22879,17
-0.78918,0.20829,17
-0.84865,0.18762,17
-0.9033,0.16708,17
-0.95255,0.14711,17
-0.99601,0.12808,17
-1.0339,0.11009,17
-1.0666,0.093249,17
-1.0948,0.077549,17
-1.1191,0.062936,17
-1.14,0.049166,17
-1.1581,0.036193,17
-1.1739,0.023863,17
-1.1876,0.012064,17
-1.1995,0.00065693,17
-1.2098,-0.010389,17
-1.2187,-0.021205,17
-1.2262,-0.031798,17
-1.2325,-0.042233,17
-1.2375,-0.052519,17
-1.2412,-0.062696,17
-1.2437,-0.072682,17
-1.2449,-0.082413,17
-1.245,-0.091805,17
-1.2441,-0.10083,17
-1.242,-0.10977,17
-1.2388,-0.11878,17
-1.2344,-0.12774,17
-1.2287,-0.1365,17
-1.2217,-0.14501,17
-1.2135,-0.15326,17
-1.2041,-0.16126,17
-1.1933,-0.16899,17
-1.1811,-0.17645,17
-1.1675,-0.18371,17
-1.1521,-0.19081,17
-1.1349,-0.19775,17
-1.1154,-0.20454,17
-1.0934,-0.2112,17
-1.0684,-0.21768,17
-1.0397,-0.22404,17
-1.0068,-0.23011,17
-0.96903,-0.23579,17
-0.92574,-0.24098,17
-0.87667,-0.24544,17
-0.82181,-0.24892,17
-0.7617,-0.25119,17
-0.69706,-0.25217,17
-0.62885,-0.25182,17
-0.55789,-0.25011,17
-0.48487,-0.24712,17
-0.41029,-0.24291,17
-0.33446,-0.23759,17
-0.25775,-0.23123,17
-0.1803,-0.22388,17
-0.10222,-0.21568,17
-0.023624,-0.20664,17
0.055401,-0.19683,17
0.13481,-0.18629,17
0.21453,-0.17516,17
0.29454,-0.16331,17
0.37476,-0.15094,17
0.45525,-0.13801,17
0.53591,-0.1246,17
0.61675,-0.11071,17
0.69771,-0.096347,17
0.77886,-0.081599,17
0.86014,-0.066427,17
0.94153,-0.050935,17
1.023,-0.035069,17
1.1046,-0.018891,17
1.1863,-0.0023949,17
1.2681,0.01442,17
1.3499,0.031447,17
1.4318,0.048736,17
1.5137,0.066278,17
1.5957,0.084041,17
1.6778,0.10201,17
1.7599,0.12019,17
1.842,0.13851,17
1.9241,0.15705,17
2.0063,0.1758,17
2.0885,0.19465,17
2.1707,0.21369,17
2.2529,0.23285,17
2.335,0.2522,17
2.4172,0.27164,17
2.4994,0.29125,17
2.5815,0.31095,17
2.6636,0.33079,17
2.7457,0.35078,17
2.8277,0.37091,17
2.9097,0.39114,17
2.9916,0.41149,17
3.0733,0.43193,17
3.1548,0.45248,17
3.2358,0.47306,17
3.316,0.49355,17
3.3945,0.51376,17
3.4698,0.5333,17
3.5397,0.55158,17
3.6019,0.56796,17
3.6552,0.58207,17
3.6856,0.59017,17
